PERMIT,HARVDATE,RED,KING,COHO,PINK,CHUM,FLOUNDER,FISHERY
92,7/11/2017,11,0,0,0,0,0,KENAI
94,7/6/2017,1,0,0,0,0,0,KASILOF
94,7/7/2017,13,0,0,0,0,0,KASILOF
95,7/20/2017,4,0,0,0,0,0,KENAI
98,7/26/2017,9,0,0,1,0,0,KENAI
101,7/15/2017,1,0,0,0,0,0,KENAI
101,7/16/2017,0,0,0,0,0,0,KENAI
101,7/28/2017,11,0,0,0,0,0,KENAI
101,7/29/2017,19,0,0,3,0,0,KENAI
105,7/13/2017,9,0,0,0,0,0,KENAI
106,7/16/2017,6,0,0,0,0,0,KASILOF
106,7/17/2017,9,0,0,0,0,0,KASILOF
106,7/18/2017,10,0,0,0,0,0,KASILOF
110,7/13/2017,3,0,0,0,0,0,KENAI
110,7/14/2017,11,1,0,0,0,0,KENAI
110,7/15/2017,23,0,0,0,0,0,KENAI
111,7/24/2017,12,0,0,1,0,0,KENAI
113,7/4/2017,4,0,0,0,0,0,KASILOF
114,7/11/2017,3,0,0,0,0,0,KENAI
114,7/12/2017,2,0,0,0,0,0,KENAI
114,7/22/2017,17,0,0,0,0,0,KENAI
114,7/23/2017,10,0,0,3,0,0,KENAI
119,7/22/2017,0,0,0,0,0,0,KASILOF
120,7/3/2017,3,0,0,0,1,0,KASILOF
120,7/4/2017,8,0,0,0,0,0,KASILOF
120,7/23/2017,16,0,1,3,0,0,KASILOF
123,7/5/2017,7,0,0,2,0,0,KASILOF
123,7/14/2017,8,0,0,0,0,0,KASILOF
124,7/8/2017,3,0,0,0,0,0,KASILOF
125,7/6/2017,2,0,0,0,0,0,KASILOF
125,7/7/2017,2,0,0,0,0,1,KASILOF
125,7/8/2017,1,0,0,0,0,0,KASILOF
126,7/7/2017,3,0,0,0,0,0,KASILOF
127,7/10/2017,2,0,0,0,0,0,KENAI
127,7/11/2017,13,0,0,0,0,0,KENAI
127,7/12/2017,2,0,0,0,0,0,KENAI
127,7/13/2017,0,0,0,1,0,0,KENAI
127,7/14/2017,4,1,0,0,0,0,KENAI
128,7/29/2017,20,0,0,0,0,0,KENAI
129,7/30/2017,10,0,0,0,0,0,KENAI
130,7/6/2017,6,0,0,0,0,0,KASILOF
130,7/12/2017,10,0,0,0,0,0,KENAI
130,7/25/2017,31,0,0,0,0,0,KENAI
131,7/6/2017,2,0,0,0,0,0,KASILOF
131,7/25/2017,12,0,0,0,0,0,KENAI
132,7/14/2017,3,0,0,0,0,0,KASILOF
132,7/23/2017,22,0,0,0,0,0,KENAI
133,7/24/2017,1,0,0,0,0,0,KENAI
134,7/10/2017,18,0,0,2,0,0,KENAI
135,7/21/2017,0,0,0,0,0,0,KENAI
137,7/27/2017,25,0,0,0,0,0,KENAI
137,7/31/2017,10,0,0,0,0,0,KENAI
139,7/12/2017,1,0,0,0,0,0,KASILOF
139,7/13/2017,3,0,0,0,0,0,KASILOF
139,7/21/2017,3,0,0,0,0,0,KASILOF
141,7/10/2017,8,0,0,0,0,0,KENAI
141,7/11/2017,11,0,0,0,0,0,KENAI
141,7/12/2017,5,1,0,0,0,0,KENAI
142,7/12/2017,6,0,0,0,0,0,KENAI
144,7/11/2017,7,1,0,0,0,0,KENAI
145,7/15/2017,8,0,0,0,0,0,KASILOF
145,7/16/2017,12,0,0,0,0,0,KASILOF
146,7/15/2017,6,0,0,0,0,1,KENAI
146,7/31/2017,9,0,0,1,0,3,UNKNOWN
147,6/22/2017,0,0,0,1,0,0,KENAI
147,6/23/2017,4,1,0,2,0,0,KENAI
150,7/10/2017,9,0,1,0,0,0,KASILOF
150,7/12/2017,14,0,1,0,0,0,KASILOF
151,7/26/2017,4,0,0,0,0,0,KENAI
152,7/18/2017,15,0,0,0,0,0,KASILOF
153,7/15/2017,7,0,0,0,0,0,KENAI
153,7/18/2017,12,0,0,1,0,0,KENAI
153,7/19/2017,15,0,0,0,0,0,KENAI
154,7/14/2017,7,0,0,0,0,0,KASILOF
154,7/15/2017,3,0,0,0,0,0,KASILOF
154,7/16/2017,8,0,0,0,0,0,KASILOF
154,7/17/2017,15,0,0,0,0,0,KASILOF
155,7/17/2017,11,1,0,0,0,0,KENAI
157,7/15/2017,8,0,0,0,0,0,KENAI
158,7/21/2017,1,0,0,0,0,0,KENAI
158,7/22/2017,4,0,0,2,0,0,KENAI
158,7/23/2017,1,0,0,0,0,0,KENAI
159,7/10/2017,0,0,0,0,0,0,KENAI
161,7/17/2017,11,1,0,0,0,0,KENAI
163,7/28/2017,24,0,0,0,0,0,KENAI
163,7/29/2017,7,0,0,0,0,0,KENAI
165,7/19/2017,5,0,0,0,0,0,KENAI
167,6/24/2017,6,0,0,1,0,0,KENAI
168,7/16/2017,13,0,0,0,0,0,KASILOF
168,7/17/2017,23,0,0,0,0,0,KASILOF
168,7/18/2017,13,0,0,0,0,0,KASILOF
168,7/19/2017,6,0,0,0,0,0,KASILOF
169,7/31/2017,2,0,0,0,0,0,KENAI
170,7/25/2017,34,0,0,2,0,0,KENAI
175,7/16/2017,4,0,0,0,0,0,KENAI
178,7/23/2017,13,0,0,0,0,0,KENAI
179,7/21/2017,5,0,0,0,0,0,KENAI
179,7/22/2017,14,0,0,0,0,0,KENAI
179,7/23/2017,4,0,0,0,0,0,KENAI
180,7/26/2017,30,0,3,1,0,0,KENAI
181,7/13/2017,1,0,0,0,0,0,KENAI
181,7/27/2017,16,0,0,1,0,0,KENAI
182,7/17/2017,10,0,0,0,0,0,KASILOF
185,7/20/2017,5,0,0,0,0,0,KENAI
185,7/21/2017,1,0,0,0,0,0,KENAI
187,7/14/2017,1,0,0,0,0,0,KENAI
187,7/15/2017,6,0,0,0,0,0,KENAI
187,7/16/2017,0,0,0,1,0,0,KENAI
188,7/25/2017,14,0,0,2,0,2,KENAI
188,7/26/2017,20,0,0,5,0,0,KENAI
190,7/17/2017,10,0,0,0,0,0,KENAI
190,7/18/2017,10,0,0,0,0,0,KENAI
190,7/19/2017,5,0,0,0,0,0,UNKNOWN
191,7/16/2017,24,0,0,5,0,0,KENAI
196,7/14/2017,6,0,0,0,0,0,KASILOF
196,7/15/2017,14,0,0,0,0,0,KASILOF
197,7/20/2017,9,0,0,0,0,0,KENAI
197,7/21/2017,14,0,0,1,0,0,KENAI
197,7/22/2017,30,0,0,0,0,0,KENAI
199,7/15/2017,4,0,0,0,0,0,KENAI
201,7/21/2017,3,0,0,0,0,0,KENAI
201,7/22/2017,2,0,0,0,0,0,KENAI
205,7/23/2017,3,0,0,0,0,0,KENAI
205,7/24/2017,7,0,0,0,0,0,KASILOF
206,7/16/2017,12,0,0,1,0,0,KASILOF
207,7/15/2017,0,0,0,0,0,0,KENAI
207,7/29/2017,1,0,0,0,0,0,KENAI
209,7/22/2017,11,0,0,0,0,0,KENAI
209,7/23/2017,10,0,0,0,0,0,KENAI
211,7/16/2017,0,0,0,0,0,0,KENAI
211,7/17/2017,6,0,0,0,0,0,KENAI
211,7/18/2017,1,0,0,0,0,0,KENAI
212,7/17/2017,4,0,0,0,0,0,KENAI
212,7/18/2017,18,0,0,1,0,0,KENAI
214,7/15/2017,0,0,0,0,0,0,KENAI
216,7/16/2017,3,0,0,0,0,0,KENAI
217,7/10/2017,13,0,0,0,0,0,KENAI
217,7/11/2017,42,0,0,0,0,0,KENAI
218,7/15/2017,0,0,0,0,0,0,KENAI
221,7/22/2017,20,0,0,0,0,0,KENAI
221,7/23/2017,17,0,0,0,0,0,KENAI
222,7/19/2017,15,0,0,0,0,3,KASILOF
222,7/29/2017,11,0,0,2,0,7,KENAI
223,7/20/2017,22,0,0,0,0,0,KENAI
223,7/21/2017,2,0,0,0,0,0,KENAI
224,7/16/2017,7,0,0,0,0,0,KENAI
225,7/15/2017,5,1,0,0,0,0,KENAI
225,7/16/2017,4,0,0,0,0,0,KENAI
226,7/19/2017,21,0,0,0,0,0,KENAI
226,7/24/2017,3,1,0,0,0,0,KENAI
227,7/18/2017,14,0,0,0,0,0,KENAI
227,7/19/2017,0,0,0,0,0,0,UNKNOWN
227,7/20/2017,0,0,0,0,0,0,UNKNOWN
227,7/21/2017,0,0,0,0,0,0,UNKNOWN
227,7/22/2017,1,0,0,0,0,0,UNKNOWN
228,7/16/2017,5,0,0,0,0,0,KENAI
228,7/17/2017,3,0,0,1,0,0,KENAI
228,7/24/2017,5,0,0,1,0,0,KENAI
231,7/21/2017,2,0,0,0,0,0,KASILOF
232,7/19/2017,10,0,0,0,0,0,KENAI
232,7/20/2017,10,0,0,0,0,0,KENAI
233,7/21/2017,0,0,0,0,0,0,KENAI
234,7/20/2017,1,0,0,0,0,0,KENAI
234,7/21/2017,7,0,0,1,0,0,KENAI
234,7/22/2017,6,0,0,0,0,0,KENAI
235,7/24/2017,2,0,0,0,0,0,KENAI
236,7/19/2017,7,0,0,0,0,0,KENAI
239,7/18/2017,10,0,0,0,0,0,KASILOF
239,7/19/2017,4,0,0,0,0,0,KASILOF
240,7/22/2017,30,0,0,0,0,0,KENAI
243,7/17/2017,18,0,0,0,0,0,KENAI
245,7/19/2017,20,0,0,0,0,0,KENAI
246,7/19/2017,22,0,0,0,0,0,KENAI
247,7/20/2017,5,0,0,0,0,0,KENAI
248,6/20/2017,8,0,0,0,0,0,KENAI
249,7/18/2017,4,0,0,0,0,0,KENAI
249,7/23/2017,5,0,0,0,0,0,KENAI
250,7/19/2017,10,0,0,0,0,0,KENAI
250,7/20/2017,9,0,0,0,0,0,KENAI
251,7/20/2017,15,0,0,0,0,1,KENAI
252,7/20/2017,17,0,0,0,0,0,KENAI
253,7/22/2017,15,0,0,0,0,0,KENAI
253,7/29/2017,3,0,0,0,0,0,KENAI
253,7/30/2017,5,0,0,0,0,0,KENAI
255,7/19/2017,2,0,0,0,0,0,KASILOF
256,7/18/2017,6,0,0,0,0,0,KENAI
256,7/21/2017,1,0,0,0,0,0,KENAI
256,7/22/2017,25,0,0,0,0,0,KENAI
256,7/25/2017,26,0,0,0,0,0,KENAI
257,7/18/2017,10,0,0,1,0,0,KENAI
257,7/22/2017,11,0,0,0,0,0,KENAI
258,7/20/2017,45,0,0,0,0,0,KENAI
259,7/20/2017,15,0,0,0,0,0,KASILOF
260,7/17/2017,12,0,0,0,3,0,KENAI
261,7/19/2017,14,0,0,0,0,0,KENAI
261,7/20/2017,20,0,0,0,0,0,KENAI
262,7/19/2017,5,0,0,0,0,0,KENAI
262,7/20/2017,18,0,0,0,0,0,KENAI
263,7/21/2017,7,0,0,1,0,0,KENAI
263,7/28/2017,19,0,0,1,0,0,KENAI
264,7/29/2017,4,0,0,0,0,0,KENAI
264,7/31/2017,6,0,0,0,0,0,KENAI
266,7/22/2017,30,0,0,0,0,0,KENAI
267,7/27/2017,44,0,0,6,0,0,KENAI
271,7/19/2017,7,0,0,0,0,0,KENAI
271,7/20/2017,10,0,0,0,0,1,KENAI
272,7/19/2017,4,0,0,0,0,0,KENAI
272,7/25/2017,5,0,0,0,0,0,KENAI
273,7/19/2017,25,0,0,0,0,0,KENAI
275,7/21/2017,2,0,0,0,0,0,KASILOF
275,7/22/2017,2,0,0,0,0,0,KASILOF
277,7/21/2017,0,0,0,0,0,0,KENAI
277,7/22/2017,24,0,0,0,0,0,KENAI
278,7/21/2017,6,0,0,1,0,0,KENAI
278,7/26/2017,6,0,0,3,0,0,KASILOF
279,7/1/2017,4,0,0,0,0,0,KENAI
279,7/2/2017,38,0,0,0,0,0,KASILOF
280,7/25/2017,24,0,0,0,0,0,KENAI
281,7/22/2017,12,0,0,0,0,0,KENAI
282,7/20/2017,20,0,0,0,0,0,KENAI
284,7/20/2017,22,1,0,1,0,0,KENAI
284,7/22/2017,14,0,0,0,0,0,KENAI
284,7/27/2017,43,0,0,0,0,0,KENAI
285,7/21/2017,6,0,0,0,0,0,KENAI
285,7/22/2017,15,0,0,0,0,1,KENAI
286,7/20/2017,8,0,0,0,0,0,KENAI
286,7/23/2017,9,0,0,0,0,0,KENAI
287,7/29/2017,0,0,0,0,0,0,KASILOF
288,7/20/2017,13,0,0,0,0,0,KENAI
292,7/21/2017,5,0,0,1,0,1,KENAI
292,7/27/2017,12,0,0,2,0,0,KENAI
293,7/24/2017,45,0,0,0,0,0,KENAI
296,7/20/2017,1,0,0,0,0,0,KENAI
296,7/21/2017,0,0,0,0,0,0,KENAI
298,7/28/2017,8,0,0,2,0,0,KENAI
298,7/30/2017,10,0,0,0,0,1,KENAI
299,7/21/2017,9,0,0,0,0,0,KENAI
300,7/22/2017,1,0,0,0,0,0,KENAI
302,7/21/2017,0,0,0,0,8,0,KENAI
304,7/1/2017,3,0,0,1,0,0,KENAI
304,7/2/2017,4,0,0,0,0,0,KENAI
306,7/20/2017,7,0,0,0,0,0,KASILOF
306,7/21/2017,1,0,0,0,0,0,KASILOF
309,7/22/2017,12,0,0,0,0,0,KENAI
313,7/20/2017,15,0,0,0,0,0,KENAI
313,7/28/2017,20,0,0,0,0,0,KENAI
314,7/22/2017,14,0,0,0,0,0,KENAI
315,7/22/2017,5,0,0,0,2,0,KASILOF
316,7/25/2017,1,0,0,0,0,0,KENAI
316,7/26/2017,5,0,0,0,0,0,KENAI
316,7/27/2017,15,0,0,0,0,0,KENAI
319,7/21/2017,5,0,0,0,0,0,KENAI
319,7/22/2017,18,0,0,0,0,0,KENAI
320,7/21/2017,43,0,0,0,0,0,KENAI
321,7/24/2017,6,0,0,0,0,0,KENAI
322,7/27/2017,16,0,0,0,0,0,KENAI
322,7/28/2017,19,0,0,0,0,0,KENAI
324,7/26/2017,20,0,0,3,0,0,KENAI
324,7/27/2017,35,0,0,0,0,0,KENAI
327,7/31/2017,0,0,0,0,0,0,FISH CREEK
328,7/27/2017,14,0,0,1,0,0,KENAI
329,7/26/2017,3,0,0,0,0,0,KENAI
329,7/29/2017,1,0,0,0,0,0,KENAI
330,7/22/2017,5,0,0,0,0,0,KENAI
330,7/23/2017,10,0,0,0,0,0,KENAI
330,7/24/2017,15,0,0,0,0,0,KENAI
331,7/20/2017,15,0,0,1,3,0,KENAI
334,7/23/2017,5,0,0,0,0,0,KENAI
336,7/23/2017,2,0,0,0,0,0,KENAI
336,7/25/2017,4,0,0,3,0,1,KENAI
338,7/31/2017,8,0,1,2,0,0,KENAI
339,7/24/2017,10,0,0,0,0,0,KENAI
339,7/26/2017,21,0,0,0,0,0,KENAI
339,7/27/2017,20,0,0,0,0,0,KENAI
341,7/23/2017,22,0,0,1,0,0,KENAI
342,7/26/2017,6,0,0,2,0,2,KASILOF
342,7/27/2017,1,0,0,3,0,0,KENAI
343,7/29/2017,10,0,0,0,0,0,KENAI
344,7/28/2017,0,0,0,1,0,0,KENAI
344,7/29/2017,1,0,0,0,0,0,KENAI
345,6/27/2017,2,0,0,0,0,0,KENAI
348,7/24/2017,4,0,0,0,0,0,KASILOF
348,7/25/2017,6,0,0,0,0,1,KENAI
348,7/26/2017,2,0,0,0,0,0,KENAI
350,7/25/2017,1,0,0,0,0,0,KENAI
350,7/26/2017,1,0,0,0,0,0,KENAI
352,6/15/2017,3,0,0,0,0,0,KASILOF
352,6/16/2017,5,0,0,0,0,0,KASILOF
354,7/25/2017,23,0,0,2,0,0,UNKNOWN
355,7/25/2017,44,1,0,0,0,0,KENAI
356,7/13/2017,3,0,0,0,0,0,KASILOF
357,7/26/2017,1,0,0,0,0,0,FISH CREEK
358,7/26/2017,12,0,0,0,0,0,KENAI
361,7/29/2017,0,0,0,0,0,0,UNKNOWN
364,7/26/2017,7,0,0,3,0,0,KENAI
366,7/17/2017,3,1,0,0,0,0,KENAI
367,7/26/2017,12,0,0,2,0,0,KENAI
367,7/27/2017,10,0,0,2,0,0,KENAI
368,7/26/2017,1,0,0,0,0,0,KENAI
368,7/27/2017,5,0,0,0,0,0,KENAI
371,7/29/2017,0,0,0,1,0,0,KENAI
371,7/31/2017,9,0,0,0,0,0,KENAI
373,7/27/2017,29,1,0,0,0,0,KENAI
376,7/22/2017,22,0,0,4,0,0,KENAI
376,7/30/2017,5,0,0,0,0,0,KENAI
377,7/27/2017,6,0,0,1,0,0,KENAI
377,7/28/2017,12,0,0,2,0,0,KENAI
379,7/29/2017,12,1,0,1,0,0,KENAI
381,7/28/2017,1,0,0,0,0,0,KENAI
382,7/30/2017,15,0,0,0,0,0,KENAI
383,7/27/2017,3,0,0,2,12,0,KENAI
385,7/28/2017,18,0,0,2,0,0,KASILOF
385,7/29/2017,11,0,0,0,0,0,KASILOF
386,7/28/2017,16,0,0,0,0,0,KENAI
387,7/31/2017,5,0,0,0,0,0,KENAI
388,7/21/2017,3,0,0,0,0,0,KENAI
389,7/22/2017,0,0,0,0,0,0,KENAI
390,7/22/2017,12,0,0,0,0,0,KENAI
393,8/17/2017,0,0,0,0,0,0,UNKNOWN
397,7/29/2017,0,0,0,0,0,0,KENAI
399,7/31/2017,12,1,0,0,0,0,KENAI
400,7/31/2017,10,0,0,0,0,0,KENAI
402,8/4/2017,15,0,0,0,0,0,KASILOF
404,8/3/2017,14,0,0,0,0,0,KASILOF
404,8/4/2017,5,0,0,0,0,0,KASILOF
404,8/5/2017,4,0,0,2,0,0,KASILOF
405,8/6/2017,0,0,0,1,0,0,KASILOF
406,8/6/2017,2,0,0,7,0,0,KASILOF
603,7/22/2017,5,0,0,0,0,0,KASILOF
603,7/23/2017,4,0,0,0,0,0,KASILOF
604,7/21/2017,20,0,0,0,0,0,KASILOF
604,7/22/2017,15,0,0,0,0,0,KASILOF
604,7/23/2017,20,0,0,0,0,0,KASILOF
605,6/24/2017,0,0,0,0,0,0,KENAI
606,6/16/2017,12,0,0,0,0,0,KASILOF
606,6/17/2017,10,0,0,0,0,0,KASILOF
606,7/30/2017,8,0,0,0,0,0,KENAI
609,6/15/2017,0,0,0,0,0,0,KASILOF
609,6/16/2017,10,0,0,0,0,0,KASILOF
609,6/17/2017,12,1,0,0,0,0,KASILOF
609,6/18/2017,19,0,0,0,0,0,KASILOF
609,6/19/2017,6,0,0,0,0,0,KASILOF
612,7/22/2017,3,0,0,0,0,0,KENAI
612,7/24/2017,17,0,0,0,0,0,KENAI
613,6/15/2017,15,0,0,0,0,0,KASILOF
613,6/18/2017,5,0,0,0,0,0,KASILOF
614,7/1/2017,3,0,0,0,0,0,KASILOF
614,7/2/2017,4,0,0,0,0,0,KASILOF
614,7/3/2017,0,0,0,0,0,0,KASILOF
615,6/16/2017,0,0,0,0,0,0,KASILOF
619,6/17/2017,30,0,0,0,0,0,KASILOF
624,7/22/2017,2,0,0,0,0,0,KENAI
625,1/1/1990,25,0,0,0,0,0,KASILOF
625,7/24/2017,10,0,0,0,0,0,KASILOF
627,7/23/2017,13,1,0,0,0,1,KENAI
628,7/13/2017,1,0,0,1,0,0,KASILOF
628,7/27/2017,26,0,0,0,0,0,KASILOF
628,7/28/2017,30,0,0,1,0,0,KENAI
629,7/29/2017,0,0,0,6,0,0,KENAI
629,7/30/2017,0,0,0,10,0,0,KENAI
631,7/4/2017,0,0,0,0,1,0,KASILOF
631,7/22/2017,0,0,0,0,13,0,KASILOF
632,7/2/2017,0,0,0,0,0,0,KASILOF
633,7/24/2017,2,0,0,0,33,0,KASILOF
635,7/1/2017,12,0,0,0,0,0,KASILOF
635,7/24/2017,8,0,0,0,0,0,KASILOF
640,6/23/2017,6,0,0,0,0,0,KASILOF
640,6/24/2017,1,0,0,0,0,0,KASILOF
643,7/2/2017,6,0,0,0,0,0,KASILOF
643,7/3/2017,0,0,0,0,0,0,KASILOF
647,6/26/2017,6,0,0,0,0,0,KASILOF
648,7/10/2017,0,0,0,0,0,0,KASILOF
648,7/24/2017,18,0,0,0,0,0,KENAI
648,7/31/2017,0,0,0,0,0,0,KENAI
649,7/15/2017,2,0,0,0,0,0,KENAI
651,7/23/2017,8,0,0,0,0,0,KENAI
657,8/15/2017,0,0,0,0,0,0,FISH CREEK
663,7/12/2017,5,0,0,0,0,0,KASILOF
663,7/13/2017,8,0,0,1,0,0,KASILOF
663,7/14/2017,20,0,0,0,0,0,KASILOF
666,7/4/2017,0,0,0,0,0,0,KASILOF
667,7/15/2017,11,1,0,0,0,0,KENAI
668,6/30/2017,6,0,0,0,0,0,KASILOF
668,7/2/2017,22,0,0,0,0,0,KASILOF
673,7/5/2017,0,0,0,0,0,0,KASILOF
673,7/6/2017,0,0,0,0,0,0,KASILOF
674,7/2/2017,1,0,0,0,0,0,KASILOF
683,7/6/2017,2,0,0,0,0,1,KASILOF
683,7/7/2017,13,0,0,0,0,0,KASILOF
683,7/27/2017,60,0,0,0,0,0,KASILOF
684,7/2/2017,1,0,0,0,0,0,KASILOF
685,1/1/1990,2,0,0,2,0,0,KASILOF
688,7/7/2017,6,0,0,0,0,0,KASILOF
688,7/8/2017,2,0,0,0,0,0,KASILOF
688,7/9/2017,6,0,0,0,0,0,KASILOF
688,7/20/2017,9,0,0,0,0,0,KASILOF
690,7/15/2017,5,0,0,0,0,0,KENAI
692,7/3/2017,5,0,0,0,0,0,KASILOF
694,7/26/2017,7,0,0,1,0,0,KENAI
694,7/29/2017,10,0,0,1,0,0,KENAI
695,7/17/2017,35,0,0,0,0,1,KENAI
696,7/5/2017,11,0,0,0,0,0,KASILOF
696,7/12/2017,1,0,0,0,3,1,KENAI
697,7/8/2017,1,0,0,0,0,1,KASILOF
698,7/4/2017,6,0,0,0,0,0,KASILOF
698,7/15/2017,8,0,0,0,0,0,KASILOF
698,7/29/2017,4,0,0,0,0,0,KASILOF
698,8/4/2017,8,0,0,0,0,0,KENAI
699,7/5/2017,6,0,0,0,0,0,KASILOF
699,7/6/2017,2,0,0,0,0,0,KASILOF
702,7/4/2017,2,0,2,0,0,0,KASILOF
702,7/15/2017,0,0,0,0,0,0,KENAI
703,7/4/2017,13,0,0,1,0,0,KASILOF
704,7/8/2017,0,0,0,0,0,0,KASILOF
705,7/23/2017,12,0,0,0,0,0,KENAI
