PERMIT,HARVDATE,RED,KING,COHO,PINK,CHUM,FLOUNDER,FISHERY
9586,7/10/2017,16,0,0,0,0,0,KENAI
9586,7/17/2017,10,0,0,0,0,0,KENAI
9586,7/27/2017,6,0,0,0,0,0,KENAI
9587,6/28/2017,1,0,0,0,0,0,KASILOF
9587,7/18/2017,8,0,0,0,0,0,KENAI
9591,7/4/2017,0,0,0,0,0,0,KASILOF
9592,6/29/2017,0,0,0,0,0,0,KASILOF
9598,7/15/2017,45,0,0,0,0,0,KASILOF
9599,7/16/2017,2,0,0,0,0,0,KENAI
9599,7/29/2017,0,0,0,0,0,1,KENAI
9600,8/4/2017,3,0,0,0,0,1,KASILOF
9601,7/28/2017,12,0,0,0,0,0,KENAI
9602,7/12/2017,0,0,0,0,0,0,KENAI
9602,7/17/2017,8,0,0,0,0,0,KENAI
9602,7/21/2017,4,0,0,0,0,0,KENAI
9602,7/25/2017,13,1,0,0,0,0,KENAI
9605,1/1/1990,8,0,0,0,0,0,KENAI
9606,7/21/2017,8,0,0,0,0,0,KENAI
9607,7/21/2017,15,0,0,0,0,0,KENAI
9610,7/23/2017,9,0,0,0,0,0,KENAI
9610,7/28/2017,25,1,0,0,0,0,KENAI
9612,7/16/2017,10,1,0,0,0,0,KENAI
9612,7/20/2017,12,0,0,0,0,0,KENAI
9612,7/22/2017,6,0,0,0,0,0,KENAI
9612,7/25/2017,21,0,0,0,0,0,KENAI
9612,7/27/2017,15,0,0,0,0,0,KENAI
9613,7/16/2017,25,0,0,0,0,0,KENAI
9615,7/28/2017,35,1,0,0,0,0,KENAI
9616,7/22/2017,6,0,0,0,0,0,KENAI
9618,7/18/2017,8,0,0,0,0,0,KENAI
9619,7/19/2017,35,0,0,0,0,0,KENAI
9620,7/15/2017,1,0,0,0,0,0,KASILOF
9621,7/26/2017,25,0,0,0,0,0,KENAI
9622,7/26/2017,15,0,0,0,0,0,KENAI
9622,7/27/2017,20,0,0,0,0,0,KENAI
9623,7/16/2017,1,0,0,0,0,0,KENAI
9623,7/22/2017,3,0,0,0,0,0,KENAI
9623,7/25/2017,26,0,0,3,0,0,KENAI
9624,6/24/2017,4,0,0,0,0,0,KASILOF
9625,7/12/2017,0,0,0,0,0,0,KASILOF
9631,7/24/2017,32,0,0,1,0,0,KENAI
9631,7/26/2017,17,0,0,0,0,0,KENAI
9631,7/28/2017,3,1,0,0,0,2,KENAI
9633,7/1/1990,8,0,0,0,0,0,KENAI
9633,7/31/2017,2,0,0,0,0,0,KENAI
9636,7/28/2017,45,0,0,0,0,0,KENAI
9638,7/1/2017,27,1,0,0,0,0,KENAI
9639,7/26/2017,10,0,0,5,0,0,KENAI
9640,7/26/2017,15,1,0,0,0,0,KENAI
9642,7/29/2017,70,0,3,6,0,0,KENAI
9644,7/28/2017,20,0,0,0,0,0,KENAI
9651,7/8/2017,12,0,0,0,0,0,KASILOF
9651,7/15/2017,10,0,0,2,0,0,KASILOF
9651,8/4/2017,18,0,0,4,2,0,KASILOF
9701,7/27/2017,3,0,0,0,0,0,KENAI
9703,7/17/2017,35,0,0,0,0,0,KENAI
9705,7/3/2017,1,0,0,0,0,0,KASILOF
9705,7/28/2017,3,0,0,0,0,0,KASILOF
9706,6/23/2017,5,0,0,0,0,0,KASILOF
9707,7/26/2017,18,1,0,0,0,0,KENAI
9708,6/21/2017,26,0,0,0,0,0,KASILOF
9709,6/28/2017,21,0,0,0,0,0,KASILOF
9709,7/18/2017,5,0,2,1,0,0,KASILOF
9709,7/25/2017,4,0,0,0,0,0,KENAI
9710,6/27/2017,5,0,0,0,0,0,KASILOF
9710,7/15/2017,15,0,0,0,0,0,KASILOF
9711,6/16/2017,25,1,0,0,0,0,KASILOF
9712,7/26/2017,25,1,0,0,0,0,KENAI
9713,6/15/2017,6,0,0,0,0,0,KASILOF
9713,6/16/2017,14,0,0,0,0,0,KASILOF
9714,6/15/2017,8,0,0,0,0,0,KASILOF
9714,6/17/2017,10,0,0,0,0,0,KASILOF
9714,6/21/2017,7,0,0,0,0,0,KASILOF
9714,6/22/2017,6,0,0,0,0,0,KASILOF
9715,7/16/2017,14,0,0,0,0,0,KASILOF
9715,8/6/2017,14,0,0,0,0,0,KASILOF
9716,6/21/2017,7,0,0,0,0,0,KASILOF
9716,6/22/2017,3,0,0,0,0,0,KASILOF
9716,6/23/2017,9,0,0,0,0,0,KASILOF
9716,6/24/2017,5,0,0,0,0,0,KASILOF
9717,7/11/2017,7,0,0,0,0,0,KENAI
9717,7/19/2017,10,0,0,0,0,0,KENAI
9717,7/24/2017,5,0,0,0,0,0,KENAI
9717,7/28/2017,12,0,0,0,0,0,UNKNOWN
9718,7/10/2017,4,0,0,0,0,0,KASILOF
9719,7/21/2017,0,0,0,0,0,0,KASILOF
9722,7/17/2017,14,1,0,1,0,0,KENAI
9726,7/27/2017,17,0,0,2,0,0,KENAI
9727,7/27/2017,3,0,0,0,0,0,KENAI
9727,7/28/2017,1,0,0,0,0,0,KENAI
9728,6/25/2017,2,0,0,0,0,0,KASILOF
9728,7/11/2017,5,0,0,0,0,0,KASILOF
9728,7/18/2017,8,0,0,0,0,0,KASILOF
9728,7/19/2017,10,0,0,0,0,0,KASILOF
9729,6/25/2017,0,0,0,0,0,0,KASILOF
9729,7/22/2017,1,0,0,1,0,0,KASILOF
9729,7/28/2017,17,0,0,0,0,0,KASILOF
9729,8/2/2017,13,0,0,0,0,0,KASILOF
9731,7/18/2017,15,0,0,0,0,0,KASILOF
9731,8/4/2017,6,0,0,1,0,0,KASILOF
9733,6/29/2017,10,0,0,0,0,0,KASILOF
9734,7/25/2017,13,0,0,0,0,0,KASILOF
9737,6/30/2017,14,0,0,0,0,0,KASILOF
9737,7/23/2017,10,0,0,0,0,0,KASILOF
9737,7/24/2017,8,0,0,0,0,0,KASILOF
9738,7/2/2017,25,0,0,0,0,0,KASILOF
9741,7/19/2017,3,0,0,0,0,0,KASILOF
9741,7/27/2017,7,0,0,0,0,0,KASILOF
9742,7/10/2017,22,0,0,0,0,0,KASILOF
9742,7/15/2017,23,0,0,0,0,0,KASILOF
9743,7/25/2017,62,0,0,1,0,0,KENAI
9744,7/11/2017,0,0,0,0,0,0,KASILOF
9744,7/25/2017,0,0,0,0,0,0,KASILOF
9744,7/26/2017,0,0,0,0,0,0,KASILOF
9745,8/18/2017,19,0,0,0,0,0,KENAI
9749,7/24/2017,20,0,0,0,0,0,KENAI
9749,7/25/2017,65,0,0,0,0,0,KENAI
9750,7/13/2017,7,0,0,0,0,0,KENAI
9750,7/17/2017,6,0,0,0,0,0,KENAI
9753,8/2/2017,10,0,0,0,0,0,KASILOF
9754,7/21/2017,1,0,0,0,0,0,KENAI
9755,7/18/2017,4,0,0,0,0,0,KASILOF
9755,7/19/2017,15,0,0,0,0,0,KASILOF
9756,7/21/2017,1,0,0,0,0,1,KENAI
9756,7/28/2017,14,0,0,0,0,1,KENAI
9757,7/21/2017,1,0,0,0,0,0,KENAI
9757,7/22/2017,3,0,0,0,0,0,KENAI
9757,7/25/2017,12,0,0,0,0,0,KENAI
9757,7/26/2017,9,0,0,0,0,0,KENAI
9757,7/27/2017,6,0,0,0,0,0,KENAI
9760,7/15/2017,20,0,0,0,0,0,KASILOF
9760,7/17/2017,58,0,0,0,0,0,KASILOF
9760,7/22/2017,7,0,0,0,0,0,KASILOF
9761,7/15/2017,0,0,0,0,0,0,KASILOF
9762,7/15/2017,0,0,0,0,0,0,KASILOF
9763,7/19/2017,12,0,0,0,0,0,KENAI
9763,7/20/2017,14,0,0,0,0,0,KENAI
9764,7/19/2017,3,0,0,0,0,0,KENAI
9764,7/20/2017,2,0,0,0,0,0,KENAI
9767,7/22/2017,20,0,0,0,0,0,KASILOF
9768,7/18/2017,5,0,0,1,0,0,KENAI
9770,7/21/2017,0,0,0,0,0,0,KENAI
9770,7/27/2017,0,0,0,0,0,0,KENAI
9770,7/28/2017,1,0,0,0,0,0,KENAI
9770,7/31/2017,2,0,0,0,0,0,KENAI
9771,7/15/2017,3,0,0,0,0,0,KENAI
9772,7/19/2017,5,0,0,0,0,0,KENAI
9772,7/21/2017,16,0,0,0,0,0,KENAI
9773,7/21/2017,25,0,0,0,0,0,KENAI
9775,8/3/2017,7,0,0,0,0,0,KASILOF
9776,7/21/2017,23,0,0,2,0,0,KENAI
9780,7/27/2017,35,0,0,0,0,0,KENAI
9783,7/21/2017,30,0,0,0,0,0,KENAI
9784,7/26/2017,33,1,0,0,0,0,KENAI
9785,7/21/2017,1,0,0,0,0,0,KENAI
9785,7/22/2017,4,0,0,0,0,0,KENAI
9785,7/23/2017,10,0,0,0,0,0,KENAI
9785,7/28/2017,14,0,0,2,0,0,KENAI
9785,7/29/2017,4,0,0,0,0,0,KENAI
9790,7/22/2017,2,0,0,0,0,0,UNKNOWN
9791,7/21/2017,0,0,0,0,0,0,KENAI
9792,7/22/2017,12,0,0,0,0,0,KENAI
9792,7/23/2017,16,0,0,1,0,0,KENAI
9793,7/24/2017,32,0,0,2,0,0,KENAI
9799,7/26/2017,26,0,0,0,0,0,KENAI
9800,7/18/2017,12,0,0,0,0,0,KENAI
9800,7/20/2017,25,0,0,0,0,0,KENAI
9803,7/25/2017,54,0,0,0,0,0,KENAI
9805,7/17/2017,2,0,0,0,0,0,KENAI
9806,7/26/2017,17,0,0,0,0,0,KENAI
9806,7/31/2017,3,0,0,0,0,0,KENAI
9807,7/26/2017,17,0,0,0,0,0,KENAI
9808,7/27/2017,51,0,0,0,0,0,KENAI
9809,7/27/2017,8,0,0,0,0,0,KENAI
9809,7/28/2017,17,0,0,0,0,0,KENAI
9810,7/27/2017,31,0,0,0,0,0,KENAI
9813,7/27/2017,28,0,0,2,0,0,KENAI
9814,1/1/1990,0,0,0,0,0,0,KASILOF
9816,7/27/2017,8,0,0,0,0,0,KENAI
9816,7/28/2017,8,0,0,0,0,0,KENAI
9820,7/31/2017,23,0,0,0,0,0,KENAI
9822,7/29/2017,1,0,0,0,0,0,KASILOF
9822,7/30/2017,29,0,0,0,0,0,KASILOF
9822,8/6/2017,15,0,0,0,0,0,KASILOF
9824,7/30/2017,4,0,0,0,0,0,KENAI
9825,7/30/2017,3,0,0,0,0,0,KENAI
9851,6/27/2017,5,0,0,0,0,2,KASILOF
9851,7/9/2017,5,0,0,0,0,0,KASILOF
9851,7/11/2017,10,0,0,0,0,0,KASILOF
9853,7/22/2017,45,0,0,0,0,0,KASILOF
9855,6/17/2017,15,0,0,0,0,0,KASILOF
9855,6/18/2017,10,0,0,0,0,0,KASILOF
9860,6/21/2017,34,0,0,0,0,0,KASILOF
9861,7/7/2017,8,0,0,0,0,0,KASILOF
9861,7/25/2017,38,0,0,0,0,0,KASILOF
9863,7/26/2017,1,0,0,0,0,0,KASILOF
9864,6/25/2017,0,0,0,0,0,0,KASILOF
9864,7/16/2017,0,0,0,0,0,0,KENAI
9864,7/20/2017,4,0,0,0,0,0,KENAI
9864,7/21/2017,0,0,0,0,0,0,KENAI
9901,7/1/2017,4,0,0,0,0,0,KASILOF
9901,7/8/2017,1,0,0,0,0,0,KASILOF
9902,7/21/2017,3,0,0,0,0,0,KENAI
9902,7/29/2017,5,0,0,1,0,0,KENAI
9903,7/22/2017,2,0,0,1,0,0,KASILOF
9903,7/23/2017,9,0,0,0,0,0,KASILOF
9908,7/8/2017,12,0,0,0,0,0,KASILOF
9908,7/9/2017,19,0,0,0,0,0,KASILOF
9909,7/8/2017,6,0,0,0,0,0,KASILOF
9912,7/12/2017,2,0,0,0,0,0,KASILOF
9912,7/14/2017,3,0,0,0,0,0,KASILOF
9912,7/28/2017,11,0,0,0,0,0,KASILOF
9913,7/15/2017,1,0,0,0,0,0,KENAI
9913,7/22/2017,10,0,0,2,0,0,KASILOF
9916,7/28/2017,10,1,0,0,0,0,KENAI
9919,7/17/2017,7,0,0,0,0,0,KENAI
9921,7/15/2017,15,0,0,0,0,0,KENAI
9923,7/17/2017,8,0,0,0,0,0,KENAI
9924,7/23/2017,29,0,0,0,0,0,KENAI
9925,7/17/2017,5,0,0,0,0,0,KASILOF
9926,7/13/2017,1,0,0,0,0,0,KASILOF
9932,7/20/2017,7,0,0,0,0,0,KENAI
9932,7/21/2017,3,0,0,0,0,0,KENAI
9932,7/22/2017,7,0,0,0,0,0,KENAI
9932,7/23/2017,9,0,0,0,0,0,KENAI
9932,7/24/2017,4,0,0,0,0,0,KENAI
9932,7/26/2017,4,1,0,0,0,0,KENAI
9935,7/16/2017,4,0,0,0,0,0,KENAI
9936,7/18/2017,13,0,0,0,0,0,KENAI
9938,7/28/2017,34,0,0,1,0,0,KENAI
9939,7/22/2017,14,0,0,0,0,0,KENAI
9939,7/25/2017,11,0,0,0,0,0,KENAI
9940,7/20/2017,3,0,0,0,0,0,KASILOF
9940,7/21/2017,3,0,0,0,0,0,KASILOF
9942,7/20/2017,6,0,0,0,0,0,KENAI
9945,7/20/2017,11,0,0,1,0,0,KENAI
9945,7/21/2017,22,0,0,0,0,0,KENAI
9945,7/22/2017,3,0,0,0,0,0,KENAI
9946,7/20/2017,7,0,0,0,0,0,KENAI
9946,7/21/2017,8,0,0,0,0,0,KENAI
9946,7/22/2017,3,0,0,0,0,0,KENAI
9948,7/22/2017,5,0,0,0,0,0,KENAI
9948,7/23/2017,7,0,0,0,0,0,KENAI
9952,7/28/2017,12,0,0,0,0,0,KENAI
9953,7/22/2017,6,0,0,0,0,0,KENAI
9955,7/22/2017,16,0,0,0,0,0,KENAI
9959,7/24/2017,22,0,0,0,0,0,KENAI
9960,7/20/2017,30,0,0,0,0,2,KENAI
9962,7/23/2017,35,0,0,0,0,0,KENAI
9963,7/20/2017,17,0,0,2,0,1,KENAI
9964,7/25/2017,20,0,0,0,0,1,KENAI
9966,7/26/2017,3,0,0,0,0,0,KENAI
9966,7/27/2017,10,0,0,3,0,0,KENAI
9966,7/28/2017,3,0,0,1,0,0,KENAI
9966,7/31/2017,5,0,0,0,0,0,KENAI
9967,7/28/2017,10,0,0,0,0,0,KENAI
9967,7/29/2017,8,0,0,5,0,0,KENAI
9967,7/30/2017,17,0,0,0,0,0,KENAI
9968,7/29/2017,25,0,0,0,0,0,KENAI
9971,7/13/2017,4,0,0,2,0,0,KENAI
9971,7/26/2017,8,0,0,0,0,0,UNKNOWN
9973,7/22/2017,0,0,0,0,0,0,KENAI
9976,7/28/2017,38,0,0,0,0,0,KENAI
9976,7/31/2017,4,0,0,0,1,0,KENAI
9977,7/30/2017,0,0,0,0,0,0,KENAI
9979,7/30/2017,0,0,0,0,0,0,KENAI
9996,7/18/2017,6,0,0,0,0,0,KENAI
9996,7/30/2017,1,0,0,0,0,0,KENAI
9997,7/16/2017,11,0,0,0,0,0,KENAI
9997,7/22/2017,15,0,0,0,0,0,KENAI
10001,7/18/2017,20,0,0,0,0,0,KENAI
10018,7/19/2017,25,0,0,0,0,0,KENAI
10022,7/20/2017,1,0,0,0,0,0,KENAI
10024,7/20/2017,55,0,0,1,0,5,KENAI
10024,7/24/2017,0,0,0,0,0,0,KENAI
10024,7/25/2017,2,0,0,0,0,0,KENAI
10024,7/26/2017,2,0,0,2,0,0,KENAI
10025,7/20/2017,4,0,0,0,0,0,KENAI
10026,7/20/2017,35,0,0,0,0,0,KENAI
10027,7/20/2017,13,0,0,0,0,0,KENAI
10028,7/20/2017,5,0,0,0,0,0,KENAI
10034,7/28/2017,45,0,0,0,0,0,KENAI
10036,7/15/2017,22,0,0,0,1,0,KENAI
10037,7/26/2017,30,0,0,0,0,0,KASILOF
10039,7/19/2017,25,0,0,0,0,0,KENAI
10040,7/11/2017,7,0,0,0,0,0,KENAI
10040,7/12/2017,1,0,0,0,0,0,KENAI
10040,7/16/2017,11,0,0,0,0,0,KENAI
10041,7/11/2017,7,0,0,0,0,0,FISH CREEK
10041,7/12/2017,17,0,0,0,0,0,FISH CREEK
10043,7/10/2017,0,0,0,0,0,0,KASILOF
10044,7/1/2017,16,0,0,0,0,0,KASILOF
10044,7/8/2017,8,0,0,0,0,0,KASILOF
10044,7/26/2017,9,0,0,0,0,0,KENAI
10045,7/8/2017,3,0,0,0,0,0,KASILOF
10046,7/7/2017,4,0,0,0,0,0,KASILOF
10046,7/19/2017,6,0,0,2,0,0,KASILOF
10047,6/20/2017,6,0,0,2,0,0,KASILOF
10047,6/30/2017,13,0,0,4,0,0,KASILOF
10051,7/11/2017,3,0,0,0,0,0,UNKNOWN
10051,7/12/2017,0,0,0,1,0,0,KENAI
10051,7/16/2017,8,0,0,0,0,0,KENAI
10051,7/20/2017,15,0,0,0,0,0,KENAI
10052,7/21/2017,15,0,0,1,0,0,KENAI
10056,7/30/2017,6,0,0,0,0,0,KASILOF
10058,7/18/2017,6,0,0,0,0,0,KASILOF
10058,7/27/2017,9,0,0,0,0,0,KENAI
10060,7/20/2017,29,0,0,1,0,0,KENAI
10062,7/19/2017,11,0,0,0,0,0,KENAI
10062,7/20/2017,14,0,0,0,0,0,KENAI
10062,7/21/2017,10,0,0,0,0,0,KENAI
10063,7/14/2017,2,0,0,0,0,0,KASILOF
10064,7/11/2017,4,0,0,0,0,0,KENAI
10064,7/18/2017,6,0,0,2,0,0,KENAI
10065,7/21/2017,21,0,0,0,0,0,UNKNOWN
10066,7/12/2017,1,0,0,2,0,0,KENAI
10066,7/20/2017,21,0,0,0,0,0,KENAI
10067,7/20/2017,8,0,0,0,0,0,KENAI
10067,7/21/2017,4,0,0,0,0,0,KENAI
10067,7/22/2017,7,0,0,0,0,0,KENAI
10068,7/1/2017,23,0,0,0,0,0,KASILOF
10070,7/8/2017,3,0,0,0,0,0,KASILOF
10070,7/15/2017,28,0,0,0,0,0,KASILOF
10071,7/14/2017,10,0,0,0,0,0,KENAI
10071,7/17/2017,15,0,0,0,0,0,KENAI
10073,7/23/2017,2,0,0,0,0,0,KENAI
10076,7/14/2017,7,0,0,1,0,0,KASILOF
10076,7/16/2017,5,0,0,0,0,0,KASILOF
10078,7/14/2017,3,0,0,2,0,0,KENAI
10078,7/15/2017,3,0,0,2,0,0,KENAI
10078,7/16/2017,10,0,0,1,0,0,KENAI
10078,7/19/2017,14,0,0,0,0,0,KENAI
10081,7/19/2017,20,0,0,0,0,0,KENAI
10082,7/21/2017,0,0,0,2,0,0,KENAI
10083,7/22/2017,5,0,0,0,0,0,KENAI
10085,7/17/2017,35,0,0,0,0,0,KENAI
10086,7/8/2017,3,0,0,0,0,0,KASILOF
10086,7/29/2017,3,0,0,0,0,0,KENAI
10086,8/5/2017,10,0,0,0,0,0,FISH CREEK
10087,7/23/2017,4,0,0,0,0,2,KASILOF
10087,7/29/2017,8,0,0,0,0,1,KASILOF
10088,7/17/2017,1,0,0,0,0,0,KASILOF
10088,7/19/2017,1,0,0,0,0,0,KASILOF
10094,7/18/2017,6,0,0,0,0,0,KENAI
10095,7/15/2017,4,0,0,0,0,0,KENAI
10095,7/17/2017,10,0,0,0,0,0,KENAI
10095,7/20/2017,6,0,0,0,0,0,KENAI
10098,7/23/2017,10,0,0,0,0,0,KASILOF
10098,7/24/2017,9,0,0,0,0,0,KASILOF
10099,7/16/2017,0,0,0,0,0,0,KASILOF
10100,7/20/2017,6,0,0,0,0,0,KENAI
10101,7/21/2017,15,0,0,0,0,0,KENAI
10102,7/15/2017,10,0,0,0,0,0,KENAI
10105,7/29/2017,3,0,0,0,0,0,KASILOF
10106,7/23/2017,12,0,0,0,0,0,KENAI
10111,7/25/2017,0,0,0,0,0,0,KENAI
10111,7/26/2017,0,0,0,0,0,0,UNKNOWN
10111,7/27/2017,0,0,0,0,0,0,UNKNOWN
10113,7/18/2017,25,0,0,0,0,0,KENAI
10115,7/26/2017,8,0,0,0,0,0,KENAI
10115,7/27/2017,27,0,0,0,0,0,KENAI
10116,7/26/2017,55,0,0,0,0,0,KENAI
10118,7/26/2017,8,0,0,0,0,0,KENAI
10119,7/26/2017,13,0,0,0,0,0,KENAI
10120,7/26/2017,8,0,0,1,0,0,KENAI
10121,7/25/2017,14,0,0,0,0,0,KENAI
10121,7/26/2017,18,0,0,0,0,0,KENAI
10124,7/28/2017,25,1,0,0,0,0,KENAI
10125,7/26/2017,15,0,0,0,0,0,KENAI
10125,7/27/2017,17,0,0,0,0,0,KENAI
10127,7/30/2017,10,0,0,0,0,0,KASILOF
10128,7/28/2017,13,0,0,4,0,0,KENAI
10129,7/8/2017,1,0,0,0,0,0,KASILOF
10130,7/28/2017,14,0,0,0,0,0,KENAI
10132,7/28/2017,21,0,0,3,0,0,KENAI
10134,7/31/2017,9,0,0,0,0,0,KENAI
10136,8/30/2017,2,0,0,0,0,0,KENAI
10137,7/30/2017,1,0,0,0,0,0,KENAI
10202,7/30/2017,15,0,0,0,0,2,KASILOF
10203,7/20/2017,6,0,0,0,0,0,KENAI
10203,7/28/2017,11,0,0,0,0,0,KENAI
10204,6/17/2017,23,0,0,0,0,0,KASILOF
10204,6/18/2017,10,0,0,0,0,0,KASILOF
10205,7/15/2017,7,0,0,3,0,0,KASILOF
10206,6/25/2017,0,0,0,0,0,0,KASILOF
10207,7/20/2017,10,0,0,0,0,0,KASILOF
10207,7/21/2017,10,0,0,0,0,0,KASILOF
10207,7/22/2017,7,0,0,0,0,0,KASILOF
10207,7/25/2017,3,0,0,0,0,0,KASILOF
10209,6/25/2017,1,0,0,0,0,0,KASILOF
10209,7/13/2017,1,0,0,0,0,0,KASILOF
10209,7/16/2017,11,0,0,0,0,0,KASILOF
10209,7/19/2017,11,0,0,0,0,0,KASILOF
10209,7/27/2017,7,0,0,0,0,0,KENAI
10210,6/22/2017,45,0,0,0,0,0,KASILOF
10212,7/13/2017,5,0,0,0,0,0,KASILOF
10212,7/19/2017,10,0,0,0,0,0,KENAI
10212,7/20/2017,4,0,0,0,0,0,KENAI
10212,7/27/2017,18,0,0,0,0,0,KASILOF
10214,7/13/2017,1,0,0,0,0,0,KENAI
10214,7/15/2017,3,0,0,1,0,0,KENAI
10217,7/26/2017,11,0,0,4,0,0,KASILOF
10219,6/23/2017,17,0,0,0,0,0,KASILOF
10221,6/22/2017,16,0,0,0,0,0,KASILOF
10221,7/10/2017,13,0,0,0,0,0,KENAI
10222,6/27/2017,6,0,0,0,0,0,KASILOF
10222,7/3/2017,16,0,0,0,0,0,KASILOF
10222,7/10/2017,4,0,0,0,0,0,KASILOF
10222,7/11/2017,7,0,0,0,0,0,KASILOF
10223,6/25/2017,0,0,0,0,0,0,KASILOF
10223,7/13/2017,5,0,0,0,0,0,KASILOF
10223,7/19/2017,2,0,0,0,0,0,KENAI
10223,7/20/2017,8,0,0,0,0,0,KENAI
10223,7/27/2017,18,0,0,0,0,0,KASILOF
10224,7/11/2017,2,0,0,0,0,1,KASILOF
10224,7/12/2017,1,0,0,0,0,1,KASILOF
10224,7/25/2017,1,0,0,0,0,0,KENAI
10224,7/26/2017,1,0,0,0,0,0,KENAI
10226,6/25/2017,1,0,0,0,0,0,KASILOF
10226,6/26/2017,2,0,0,0,0,0,KASILOF
10226,7/18/2017,7,0,0,0,0,0,KASILOF
10226,7/19/2017,1,0,0,0,0,0,KASILOF
10226,7/23/2017,4,0,0,0,0,0,KASILOF
10228,7/11/2017,6,0,0,0,0,0,KASILOF
10228,7/13/2017,7,0,0,0,0,0,KASILOF
10228,7/22/2017,11,0,0,0,0,0,KASILOF
10230,7/19/2017,12,0,0,2,0,0,KASILOF
10230,8/2/2017,10,0,0,0,0,0,KASILOF
10232,7/16/2017,7,0,0,2,0,0,KENAI
10232,7/19/2017,14,0,0,1,0,0,KENAI
10233,7/11/2017,3,0,0,0,0,0,KASILOF
10233,7/18/2017,18,0,0,0,0,0,KENAI
10233,7/26/2017,16,0,0,1,0,0,KASILOF
10235,7/29/2017,1,0,0,0,0,0,KENAI
10235,7/30/2017,0,0,0,0,0,0,KENAI
10235,7/31/2017,4,0,0,0,0,0,KENAI
10237,7/3/2017,4,0,0,0,0,0,KASILOF
10237,7/4/2017,2,0,0,0,0,0,KASILOF
10237,7/15/2017,6,0,0,0,0,0,KASILOF
10237,7/21/2017,4,0,0,0,0,0,KASILOF
10237,7/22/2017,14,0,0,0,0,0,KASILOF
10240,7/3/2017,4,0,0,0,0,0,KASILOF
10245,7/27/2017,6,0,0,0,0,0,KENAI
10245,7/28/2017,7,0,0,0,0,3,KENAI
10245,7/29/2017,5,0,0,0,0,2,KENAI
10251,6/23/2017,4,0,0,0,0,0,KASILOF
10252,6/19/2017,3,0,0,0,0,0,KASILOF
10252,6/20/2017,3,0,0,0,0,0,KASILOF
10252,6/22/2017,9,0,0,0,0,0,KASILOF
10253,6/15/2017,2,0,0,0,0,0,KASILOF
10253,6/16/2017,16,0,0,0,0,0,KASILOF
10256,8/7/2017,16,0,0,4,0,0,KASILOF
10258,6/18/2017,15,0,0,0,0,0,KASILOF
10258,6/19/2017,20,0,0,0,0,0,KASILOF
10259,6/22/2017,22,0,0,0,0,0,KASILOF
10259,6/23/2017,13,0,0,0,0,0,KASILOF
10261,6/19/2017,18,1,0,0,0,0,KASILOF
10261,6/20/2017,6,0,0,0,0,0,KASILOF
10262,6/16/2017,10,0,0,0,0,0,KASILOF
10262,6/18/2017,3,0,0,0,0,0,KASILOF
10262,6/19/2017,11,0,0,0,11,0,KASILOF
10266,6/20/2017,3,0,0,0,0,0,KASILOF
10266,6/21/2017,4,1,0,0,0,0,KASILOF
10266,6/23/2017,7,0,0,0,0,0,KASILOF
10268,6/21/2017,17,0,0,0,0,0,KASILOF
10269,7/20/2017,35,0,0,0,0,0,KENAI
10272,6/22/2017,17,0,0,0,0,0,KASILOF
10273,6/16/2017,12,1,0,0,0,0,KASILOF
10273,6/17/2017,12,0,0,0,0,0,KASILOF
10276,6/25/2017,2,0,0,0,0,0,KASILOF
10276,7/7/2017,12,0,0,0,0,0,KASILOF
10276,7/19/2017,4,0,0,0,0,0,KASILOF
10277,6/26/2017,3,0,0,0,0,0,KASILOF
10277,7/6/2017,2,0,0,0,0,0,KASILOF
10278,6/28/2017,20,0,0,1,0,0,KASILOF
10278,7/12/2017,11,0,0,4,0,0,KASILOF
10280,7/26/2017,15,0,0,0,0,0,KENAI
10281,7/21/2017,2,0,0,0,0,0,KASILOF
10281,7/22/2017,0,0,0,0,0,0,KASILOF
10283,7/23/2017,5,0,0,0,0,0,KASILOF
10283,7/26/2017,5,0,0,0,0,0,KASILOF
10283,7/27/2017,6,0,0,0,0,0,KASILOF
10283,7/28/2017,0,0,0,0,0,0,KASILOF
10284,6/16/2017,12,0,0,0,0,0,KASILOF
10284,7/21/2017,4,0,0,1,0,0,KASILOF
10284,7/22/2017,18,0,0,0,0,0,KASILOF
10285,6/30/2017,8,0,0,0,0,0,KASILOF
10285,7/19/2017,12,0,0,0,0,0,UNKNOWN
10286,6/15/2017,16,1,0,0,0,0,KASILOF
10286,6/16/2017,22,0,0,0,0,0,KASILOF
10286,6/17/2017,16,0,0,0,0,0,KASILOF
10286,6/18/2017,13,0,0,0,0,0,KASILOF
10286,6/19/2017,42,0,0,0,0,0,KASILOF
10287,6/17/2017,45,0,0,0,0,0,KASILOF
10288,6/15/2017,17,0,0,0,0,0,KASILOF
10288,6/16/2017,5,1,0,0,0,0,KASILOF
10288,6/17/2017,12,0,0,0,0,0,KASILOF
10290,7/20/2017,6,0,0,0,0,0,KENAI
10291,6/15/2017,10,0,0,0,0,0,KASILOF
10291,6/16/2017,13,0,0,0,0,0,KASILOF
10293,7/13/2017,6,0,0,0,0,0,KASILOF
10293,7/19/2017,16,0,0,1,0,0,KASILOF
10293,7/28/2017,29,0,0,1,0,0,KASILOF
10293,7/30/2017,37,0,0,1,0,0,KASILOF
10294,7/20/2017,12,0,0,0,0,0,KENAI
10295,7/5/2017,6,0,0,0,0,0,KASILOF
10295,7/7/2017,13,0,0,0,0,0,KASILOF
