"","permit","fishery","red","king","coho","pink","chum","flounder","mailing","status","city"
"8293",82594,"KENAI",24,0,0,1,0,0,0,"HARVEST REPORTED","KENAI"
"8294",82598,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"8295",82599,"KASILOF DIPNET",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8296",82600,"KASILOF DIPNET",12,0,0,0,0,0,1,"HARVEST REPORTED","PALMER"
"8297",82601,"KASILOF DIPNET",6,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8298",82602,"KENAI",23,0,0,0,0,0,1,"HARVEST REPORTED","EAGLE RIVER"
"8299",82603,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8300",82604,"KASILOF DIPNET",55,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"8301",82605,"KASILOF DIPNET",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8302",82606,"KENAI",45,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8303",82610,"KASILOF DIPNET",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8304",82612,"KASILOF DIPNET",31,0,0,3,0,1,0,"HARVEST REPORTED","KENAI"
"8305",82613,"KASILOF DIPNET",22,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8306",82614,"KASILOF DIPNET",22,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8307",82615,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","NIKISKI"
"8308",82615,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","NIKISKI"
"8309",82616,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8310",82619,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8311",82621,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8312",82622,"KENAI",4,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8313",82623,"KASILOF DIPNET",41,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8314",82624,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8315",82625,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"8316",82627,"KENAI",16,0,0,1,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"8317",82629,"KENAI",37,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"8318",82630,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8319",82630,"KENAI",24,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8320",82631,"KENAI",16,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8321",82633,"KENAI",27,0,0,4,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8322",82634,"KASILOF DIPNET",45,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8323",82635,"KENAI",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8324",82637,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8325",82639,"KASILOF DIPNET",12,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8326",82640,"KENAI",3,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"8327",82641,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8328",82643,"KENAI",30,0,0,5,0,0,0,"HARVEST REPORTED","WASILLA"
"8329",82644,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8330",82646,"KASILOF DIPNET",26,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8331",82647,"FISH CREEK",6,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8332",82648,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8333",82653,"KENAI",9,0,0,1,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"8334",82655,"KASILOF DIPNET",12,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8335",82656,"KASILOF DIPNET",19,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8336",82657,"KENAI",0,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8337",82659,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"8338",82660,"KASILOF DIPNET",7,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8339",82661,"KASILOF DIPNET",11,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8340",82661,"KENAI",33,0,0,1,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8341",82663,"KASILOF DIPNET",1,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8342",82664,"KASILOF DIPNET",14,0,0,0,0,4,0,"HARVEST REPORTED","ANCHORAGE"
"8343",82666,"KENAI",28,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8344",82667,"KENAI",43,0,0,0,0,0,1,"HARVEST REPORTED","STERLING"
"8345",82668,"KENAI",18,0,1,16,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8346",82672,"KASILOF DIPNET",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8347",82674,"KASILOF DIPNET",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8348",82678,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8349",82679,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8350",82681,"KENAI",20,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8351",82682,"KASILOF DIPNET",12,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"8352",82683,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"8353",82685,"KASILOF DIPNET",20,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8354",82685,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8355",82688,"KASILOF DIPNET",52,0,0,13,0,0,0,"HARVEST REPORTED","WASILLA"
"8356",82689,"KASILOF DIPNET",26,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8357",82690,"KASILOF DIPNET",12,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8358",82691,"KENAI",18,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8359",82692,"KASILOF DIPNET",45,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8360",82693,"KENAI",45,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8361",82694,"FISH CREEK",1,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8362",82697,"KASILOF DIPNET",8,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8363",82700,"KENAI",4,0,0,1,2,0,0,"HARVEST REPORTED","ANCHORAGE"
"8364",82701,"KENAI",13,0,0,5,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8365",82702,"KASILOF DIPNET",9,0,0,2,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8366",82702,"KENAI",10,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8367",82702,"UNKNOWN",3,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8368",82703,"KASILOF DIPNET",50,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8369",82704,"KASILOF DIPNET",21,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8370",82705,"KASILOF DIPNET",24,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8371",82707,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"8372",82710,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8373",82711,"KENAI",32,0,0,1,0,3,0,"HARVEST REPORTED","ANCHORAGE"
"8374",82712,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8375",82714,"KENAI",18,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8376",82716,"KASILOF DIPNET",44,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8377",82717,"KENAI",10,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8378",82720,"KASILOF DIPNET",12,0,0,4,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8379",82723,"KASILOF DIPNET",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8380",82725,"KASILOF DIPNET",40,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"8381",82726,"KASILOF DIPNET",45,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8382",82727,"KENAI",54,0,0,6,0,0,0,"HARVEST REPORTED","FORT WAINWRIGHT"
"8383",82728,"KASILOF DIPNET",22,0,5,6,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8384",82729,"KASILOF DIPNET",18,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8385",82730,"KASILOF DIPNET",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8386",82732,"KENAI",43,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"8387",82734,"KASILOF DIPNET",0,0,0,0,0,0,1,"HARVEST REPORTED","WASILLA"
"8388",82735,"KASILOF DIPNET",14,0,0,0,0,2,0,"HARVEST REPORTED","ANCHORAGE"
"8389",82735,"KENAI",12,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8390",82736,"KASILOF DIPNET",32,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8391",82737,"KENAI",20,0,0,0,0,1,0,"HARVEST REPORTED","WASILLA"
"8392",82738,"KASILOF DIPNET",34,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8393",82739,"FISH CREEK",15,0,5,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8394",82741,"KASILOF DIPNET",27,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8395",82743,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8396",82743,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8397",82744,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"8398",82745,"KENAI",20,0,0,1,0,1,0,"HARVEST REPORTED","KENAI"
"8399",82746,"KENAI",11,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8400",82747,"KASILOF DIPNET",12,0,0,1,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8401",82752,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8402",82753,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8403",82756,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8404",82757,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"8405",82758,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8406",82760,"KASILOF DIPNET",10,0,0,0,0,1,0,"HARVEST REPORTED","EAGLE RIVER"
"8407",82761,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"8408",82762,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8409",82763,"KASILOF DIPNET",0,0,0,0,0,0,1,"HARVEST REPORTED","KASILOF"
"8410",82764,"KASILOF DIPNET",37,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8411",82766,"KENAI",24,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"8412",82768,"KASILOF DIPNET",30,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8413",82770,"KENAI",38,0,0,2,0,0,0,"HARVEST REPORTED","WASILLA"
"8414",82774,"KASILOF DIPNET",14,0,0,9,0,0,0,"HARVEST REPORTED","PALMER"
"8415",82775,"KASILOF DIPNET",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8416",82775,"KENAI",47,0,0,0,0,3,0,"HARVEST REPORTED","ANCHORAGE"
"8417",82777,"KENAI",0,0,0,1,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8418",82778,"KASILOF DIPNET",19,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8419",82779,"KASILOF DIPNET",3,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8420",82780,"KASILOF DIPNET",9,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8421",82782,"KENAI",27,0,0,3,17,0,0,"HARVEST REPORTED","ANCHORAGE"
"8422",82783,"UNKNOWN",0,0,0,0,0,0,2,"HARVEST REPORTED","DOUGLAS"
"8423",82785,"KASILOF DIPNET",24,0,0,0,0,1,0,"HARVEST REPORTED","DENALI PARK"
"8424",82786,"KASILOF DIPNET",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8425",82786,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8426",82787,"KASILOF DIPNET",26,0,0,0,0,1,1,"HARVEST REPORTED","WASILLA"
"8427",82788,"KASILOF DIPNET",34,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8428",82789,"FISH CREEK",3,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8429",82789,"KASILOF DIPNET",9,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8430",82789,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8431",82793,"KASILOF DIPNET",6,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8432",82794,"KENAI",3,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8433",82795,"KENAI",32,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8434",82796,"KASILOF DIPNET",1,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8435",82797,"KENAI",8,0,0,10,0,0,1,"HARVEST REPORTED","SOLDOTNA"
"8436",82798,"KENAI",21,0,1,4,0,0,0,"HARVEST REPORTED","CLAM GULCH"
"8437",82799,"KASILOF DIPNET",4,0,0,0,0,0,1,"HARVEST REPORTED","EAGLE RIVER"
"8438",82800,"KENAI",15,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8439",82801,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"8440",82802,"KASILOF DIPNET",3,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8441",82803,"KENAI",46,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8442",82804,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8443",82805,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8444",82806,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8445",82807,"KASILOF DIPNET",21,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8446",82809,"KASILOF DIPNET",30,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8447",82810,"KASILOF DIPNET",18,0,0,5,0,0,0,"HARVEST REPORTED","PALMER"
"8448",82811,"KENAI",7,0,0,2,0,0,0,"HARVEST REPORTED","TRAPPER CREEK"
"8449",82812,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"8450",82813,"KASILOF DIPNET",6,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8451",82818,"KASILOF DIPNET",25,0,0,0,0,0,1,"HARVEST REPORTED","NORTH POLE"
"8452",82820,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8453",82821,"KENAI",14,0,0,0,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8454",82822,"KASILOF DIPNET",29,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8455",82822,"KENAI",29,0,0,6,0,0,0,"HARVEST REPORTED","PALMER"
"8456",82823,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8457",82824,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8458",82824,"KENAI",53,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8459",82825,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8460",82826,"KASILOF DIPNET",35,0,0,0,0,2,0,"HARVEST REPORTED","ANCHORAGE"
"8461",82827,"FISH CREEK",14,0,2,1,0,0,0,"HARVEST REPORTED","PALMER"
"8462",82827,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8463",82828,"KASILOF DIPNET",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8464",82829,"KASILOF DIPNET",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8465",82830,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","FAIRBANKS"
"8466",82831,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8467",82832,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8468",82832,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8469",82833,"KASILOF DIPNET",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8470",82834,"KENAI",11,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8471",82835,"KASILOF DIPNET",16,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8472",82837,"KASILOF DIPNET",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8473",82838,"KASILOF DIPNET",18,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8474",82839,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","TALKEETNA"
"8475",82840,"KASILOF DIPNET",38,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8476",82841,"KENAI",32,0,0,1,0,5,0,"HARVEST REPORTED","PALMER"
"8477",82842,"KASILOF DIPNET",78,0,0,0,0,1,0,"HARVEST REPORTED","JBER"
"8478",82843,"KASILOF DIPNET",19,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"8479",82843,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8480",82844,"KENAI",17,0,0,4,0,0,2,"HARVEST REPORTED","WASILLA"
"8481",82845,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"8482",82846,"KENAI",0,0,0,0,0,0,1,"HARVEST REPORTED","SOLDOTNA"
"8483",82847,"KASILOF DIPNET",32,0,1,2,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8484",82848,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8485",82849,"KENAI",30,0,0,2,0,1,0,"HARVEST REPORTED","PALMER"
"8486",82850,"KENAI",30,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8487",82851,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8488",82853,"KENAI",24,0,0,0,1,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8489",82856,"KASILOF DIPNET",19,0,0,0,0,2,2,"HARVEST REPORTED","ANCHORAGE"
"8490",82857,"KENAI",11,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8491",82858,"KENAI",27,0,0,3,0,2,0,"HARVEST REPORTED","KENAI"
"8492",82862,"KENAI",9,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8493",82863,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8494",82864,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"8495",82866,"KENAI",27,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8496",82868,"KASILOF DIPNET",20,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8497",82869,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","STERLING"
"8498",82870,"KASILOF DIPNET",21,0,0,0,0,0,0,"HARVEST REPORTED","INDIAN"
"8499",82870,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","INDIAN"
"8500",82871,"KENAI",24,0,0,0,0,6,0,"HARVEST REPORTED","STERLING"
"8501",82872,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8502",82875,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8503",82876,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"8504",82877,"KASILOF DIPNET",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8505",82878,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8506",82881,"KENAI",51,0,0,2,0,0,0,"HARVEST REPORTED","WASILLA"
"8507",82882,"KASILOF DIPNET",14,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8508",82883,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8509",82884,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","STERLING"
"8510",82885,"KASILOF DIPNET",20,0,0,0,0,0,2,"HARVEST REPORTED","EAGLE RIVER"
"8511",82887,"KASILOF DIPNET",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8512",82890,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8513",82891,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8514",82894,"KENAI",1,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8515",82897,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8516",82898,"KENAI",22,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8517",82899,"KASILOF DIPNET",1,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8518",82899,"KENAI",3,0,0,0,0,2,0,"HARVEST REPORTED","ANCHORAGE"
"8519",82900,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8520",82901,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8521",82902,"KENAI",7,0,0,12,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8522",82905,"KENAI",17,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8523",82906,"KENAI",1,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8524",82908,"KASILOF DIPNET",13,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"8525",82909,"KASILOF DIPNET",21,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"8526",82913,"KASILOF DIPNET",4,0,0,9,0,0,1,"HARVEST REPORTED","EAGLE RIVER"
"8527",82914,"KENAI",14,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8528",82915,"KENAI",13,0,0,4,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8529",82917,"KASILOF DIPNET",15,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"8530",82918,"KENAI",46,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8531",82919,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8532",82920,"KASILOF DIPNET",22,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8533",82921,"KENAI",18,0,0,20,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8534",82922,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"8535",82924,"KENAI",7,0,2,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"8536",82926,"KENAI",29,0,0,0,0,3,0,"HARVEST REPORTED","CHUGIAK"
"8537",82928,"KASILOF DIPNET",28,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"8538",82931,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8539",82932,"KASILOF DIPNET",22,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"8540",82933,"FISH CREEK",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8541",82933,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8542",82936,"KENAI",13,0,0,2,0,1,0,"HARVEST REPORTED","ANCHORAGE"
"8543",82937,"KENAI",7,0,3,0,0,0,1,"HARVEST REPORTED","WASILLA"
"8544",82938,"KASILOF DIPNET",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8545",82941,"KASILOF DIPNET",12,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8546",82942,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8547",82943,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8548",82945,"KASILOF DIPNET",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8549",82945,"KENAI",13,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8550",82947,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8551",82947,"KENAI",3,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8552",82948,"KENAI",9,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8553",82949,"KENAI",4,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"8554",82950,"KENAI",4,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8555",82952,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8556",82953,"KENAI",7,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8557",82955,"KASILOF DIPNET",24,0,0,0,0,0,2,"HARVEST REPORTED","WASILLA"
"8558",82955,"KENAI",18,0,0,0,0,1,2,"HARVEST REPORTED","WASILLA"
"8559",82956,"KENAI",12,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8560",82957,"KASILOF DIPNET",22,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8561",82958,"KENAI",20,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8562",82960,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8563",82962,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8564",82963,"KENAI",11,0,0,1,0,0,0,"HARVEST REPORTED","STERLING"
"8565",82966,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"8566",82968,"KASILOF DIPNET",23,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
