"","permit","fishery","red","king","coho","pink","chum","flounder","mailing","status","city"
"3000",12298,"FISH CREEK",5,0,0,0,0,0,2,"HARVEST REPORTED","WASILLA"
"3001",12299,"FISH CREEK",35,0,10,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3002",12302,"FISH CREEK",18,0,1,0,2,0,0,"HARVEST REPORTED","PALMER"
"3003",12304,"FISH CREEK",40,0,9,3,0,0,0,"HARVEST REPORTED","PALMER"
"3004",12305,"FISH CREEK",4,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3005",12307,"FISH CREEK",12,0,0,0,0,0,1,"HARVEST REPORTED","DELTA JUNCTION"
"3006",12308,"UNKNOWN",5,0,0,10,0,0,1,"HARVEST REPORTED","DELTA JUNCTION"
"3007",12312,"KASILOF DIPNET",6,0,0,2,0,0,0,"HARVEST REPORTED","WILLOW"
"3008",12312,"UNKNOWN",14,0,0,3,0,0,0,"HARVEST REPORTED","WILLOW"
"3009",12317,"KASILOF DIPNET",16,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3010",12323,"KASILOF DIPNET",32,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3011",12324,"KASILOF GILLNET",3,0,0,0,0,0,0,"HARVEST REPORTED",""
"3012",12324,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED",""
"3013",12704,"KENAI",40,0,0,0,0,0,2,"HARVEST REPORTED","WASILLA"
"3014",12705,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3015",12706,"KASILOF DIPNET",9,0,0,0,0,0,0,"HARVEST REPORTED","WILLOW"
"3016",12707,"KENAI",23,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3017",12709,"KASILOF DIPNET",11,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3018",12709,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3019",12714,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3020",12715,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3021",12716,"KENAI",59,0,0,3,0,1,0,"HARVEST REPORTED","WASILLA"
"3022",12719,"KENAI",10,0,0,1,0,0,0,"HARVEST REPORTED","WILLOW"
"3023",12721,"FISH CREEK",7,0,6,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3024",12721,"KENAI",21,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"3025",12724,"KASILOF DIPNET",8,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3026",12724,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3027",12725,"KENAI",27,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3028",12726,"KENAI",15,0,0,4,0,0,0,"HARVEST REPORTED","WILLOW"
"3029",12728,"KASILOF DIPNET",7,0,0,0,0,1,0,"HARVEST REPORTED","WASILLA"
"3030",12728,"KENAI",1,0,0,0,0,1,0,"HARVEST REPORTED","WASILLA"
"3031",12729,"KASILOF DIPNET",23,0,0,0,0,0,0,"HARVEST REPORTED","HOUSTON"
"3032",12732,"KENAI",11,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3033",12733,"KASILOF DIPNET",1,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3034",12734,"KASILOF DIPNET",6,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3035",12734,"UNKNOWN",7,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3036",12735,"KASILOF DIPNET",16,0,0,0,0,0,0,"HARVEST REPORTED","WILLOW"
"3037",12736,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3038",12737,"FISH CREEK",19,0,3,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3039",12737,"KASILOF DIPNET",12,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3040",12738,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3041",12739,"KENAI",17,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3042",12742,"KENAI",22,0,0,5,0,0,0,"HARVEST REPORTED","WASILLA"
"3043",12743,"KASILOF DIPNET",6,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3044",12744,"KENAI",38,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3045",12747,"KENAI",11,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3046",12748,"KASILOF DIPNET",25,0,0,5,0,1,0,"HARVEST REPORTED","WASILLA"
"3047",12748,"KENAI",2,0,0,1,0,0,0,"HARVEST REPORTED","WASILLA"
"3048",12749,"KASILOF DIPNET",4,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3049",12750,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3050",12751,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3051",12753,"KENAI",26,0,0,0,0,6,0,"HARVEST REPORTED","WILLOW"
"3052",12754,"KENAI",3,0,0,0,0,0,2,"HARVEST REPORTED","WILLOW"
"3053",12757,"KENAI",8,0,0,3,0,1,0,"HARVEST REPORTED","WASILLA"
"3054",12760,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3055",12761,"KASILOF DIPNET",17,0,0,0,0,0,1,"HARVEST REPORTED","WILLOW"
"3056",12762,"FISH CREEK",12,0,0,1,0,0,2,"HARVEST REPORTED","WASILLA"
"3057",12763,"FISH CREEK",32,0,11,0,1,0,0,"HARVEST REPORTED","WASILLA"
"3058",12764,"FISH CREEK",43,0,7,1,0,0,0,"HARVEST REPORTED","WASILLA"
"3059",12765,"FISH CREEK",34,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3060",12766,"FISH CREEK",35,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3061",12766,"UNKNOWN",0,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3062",12767,"FISH CREEK",10,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3063",12768,"FISH CREEK",60,0,14,0,1,0,0,"HARVEST REPORTED","WASILLA"
"3064",12769,"FISH CREEK",14,0,1,0,0,0,2,"HARVEST REPORTED","WASILLA"
"3065",12771,"FISH CREEK",13,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3066",12772,"FISH CREEK",16,0,1,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3067",12773,"KASILOF DIPNET",17,0,0,0,0,0,0,"HARVEST REPORTED","WILLOW"
"3068",12775,"FISH CREEK",0,0,0,0,0,0,2,"HARVEST REPORTED","WASILLA"
"3069",12780,"FISH CREEK",2,0,0,0,0,0,1,"HARVEST REPORTED","BIG LAKE"
"3070",12785,"FISH CREEK",19,0,1,1,0,0,0,"HARVEST REPORTED","WASILLA"
"3071",12790,"FISH CREEK",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3072",12791,"FISH CREEK",13,0,0,0,0,0,2,"HARVEST REPORTED","WASILLA"
"3073",12793,"KENAI",6,0,0,0,0,0,1,"HARVEST REPORTED","TRAPPER CREEK"
"3074",12794,"FISH CREEK",11,0,3,3,0,0,2,"HARVEST REPORTED","WASILLA"
"3075",12795,"FISH CREEK",0,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3076",12797,"FISH CREEK",0,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3077",12799,"FISH CREEK",10,0,0,35,0,0,0,"HARVEST REPORTED","WASILLA"
"3078",12802,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3079",12803,"KASILOF DIPNET",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3080",12808,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3081",12810,"KENAI",9,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3082",12811,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3083",12812,"FISH CREEK",0,0,0,0,0,0,1,"HARVEST REPORTED","BIG LAKE"
"3084",12813,"FISH CREEK",3,0,0,5,0,0,0,"HARVEST REPORTED","WASILLA"
"3085",12814,"FISH CREEK",25,0,0,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3086",12815,"FISH CREEK",43,0,12,0,0,0,0,"HARVEST REPORTED","BIG LAKE"
"3087",12820,"FISH CREEK",0,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3088",12821,"FISH CREEK",25,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3089",12831,"FISH CREEK",0,0,0,0,0,0,2,"HARVEST REPORTED","BIG LAKE"
"3090",12902,"KENAI",25,0,0,10,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"3091",12903,"KASILOF DIPNET",7,0,0,3,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"3092",13001,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3093",13010,"KENAI",8,0,0,1,0,0,0,"HARVEST REPORTED","SEWARD"
"3094",13011,"KENAI",16,0,0,0,0,0,0,"HARVEST REPORTED","JBER"
"3095",13014,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3096",13016,"KASILOF DIPNET",20,0,1,1,0,0,0,"HARVEST REPORTED","SEWARD"
"3097",13018,"KENAI",62,0,0,3,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3098",13019,"KASILOF DIPNET",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3099",13020,"KENAI",6,0,0,0,0,0,2,"HARVEST REPORTED","SEWARD"
"3100",13021,"KASILOF DIPNET",4,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3101",13021,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3102",13022,"KENAI",33,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3103",13023,"KENAI",2,0,0,0,0,1,0,"HARVEST REPORTED","SEWARD"
"3104",13026,"KENAI",41,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3105",13027,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3106",13028,"KENAI",21,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3107",13030,"KENAI",0,0,0,0,0,0,2,"HARVEST REPORTED","SEWARD"
"3108",13031,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3109",13032,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3110",13033,"KENAI",30,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3111",13034,"KENAI",20,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3112",13037,"KASILOF DIPNET",1,0,0,0,0,0,1,"HARVEST REPORTED","FAIRBANKS"
"3113",13039,"KENAI",35,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3114",13040,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3115",13041,"KENAI",26,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3116",13043,"KENAI",13,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3117",13044,"KASILOF DIPNET",9,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3118",13044,"KENAI",21,0,0,4,0,0,0,"HARVEST REPORTED","SEWARD"
"3119",13045,"KENAI",8,0,0,0,0,0,1,"HARVEST REPORTED","SEWARD"
"3120",13046,"KENAI",11,0,0,3,0,0,0,"HARVEST REPORTED","SEWARD"
"3121",13049,"KENAI",15,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3122",13093,"KENAI",12,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3123",13095,"KENAI",1,0,0,0,0,0,2,"HARVEST REPORTED","SEWARD"
"3124",13098,"KENAI",50,0,0,0,0,0,0,"HARVEST REPORTED","SEWARD"
"3125",13201,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3126",13202,"KASILOF DIPNET",23,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3127",13202,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3128",13203,"KASILOF DIPNET",9,0,0,0,0,1,0,"HARVEST REPORTED","KASILOF"
"3129",13204,"KASILOF DIPNET",29,0,1,5,0,0,0,"HARVEST REPORTED","KASILOF"
"3130",13205,"KASILOF GILLNET",21,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3131",13206,"KASILOF GILLNET",25,1,0,0,0,0,0,"HARVEST REPORTED","NINILCHIK"
"3132",13207,"KASILOF GILLNET",44,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3133",13208,"KASILOF GILLNET",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3134",13209,"KASILOF GILLNET",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3135",13210,"KASILOF DIPNET",18,0,0,13,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3136",13210,"KASILOF GILLNET",10,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3137",13211,"KASILOF DIPNET",10,0,0,7,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3138",13211,"KASILOF GILLNET",7,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3139",13212,"KASILOF DIPNET",6,0,0,0,0,0,2,"HARVEST REPORTED","KASILOF"
"3140",13213,"KASILOF GILLNET",23,1,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3141",13214,"KASILOF GILLNET",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3142",13215,"KASILOF GILLNET",33,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3143",13216,"KASILOF GILLNET",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3144",13218,"KASILOF GILLNET",11,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3145",13219,"UNKNOWN",6,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3146",13220,"KASILOF GILLNET",12,0,0,0,0,0,1,"HARVEST REPORTED","KASILOF"
"3147",13221,"KASILOF GILLNET",9,0,0,0,0,0,0,"HARVEST REPORTED","KENAI"
"3148",13222,"KASILOF GILLNET",25,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3149",13224,"KASILOF GILLNET",17,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"3150",13225,"KASILOF GILLNET",13,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"3151",13226,"KASILOF GILLNET",3,0,0,0,0,1,0,"HARVEST REPORTED","KASILOF"
"3152",13227,"KASILOF DIPNET",14,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3153",13230,"KENAI",3,0,0,0,0,0,0,"HARVEST REPORTED","NINILCHIK"
"3154",13233,"KASILOF GILLNET",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3155",13235,"KASILOF GILLNET",12,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3156",13238,"KASILOF GILLNET",35,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3157",13240,"KASILOF GILLNET",15,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3158",13240,"KENAI",9,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3159",13241,"KASILOF GILLNET",12,0,0,0,0,0,2,"HARVEST REPORTED","KASILOF"
"3160",13243,"KASILOF GILLNET",43,1,0,0,0,1,1,"HARVEST REPORTED","KASILOF"
"3161",13245,"KASILOF DIPNET",22,0,0,1,0,0,0,"HARVEST REPORTED","KASILOF"
"3162",13245,"KENAI",2,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3163",13246,"FISH CREEK",16,0,0,0,0,0,0,"HARVEST REPORTED","GIRDWOOD"
"3164",13247,"FISH CREEK",6,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3165",13247,"KASILOF GILLNET",15,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3166",13247,"UNKNOWN",0,0,0,0,0,0,0,"HARVEST REPORTED","WASILLA"
"3167",13249,"KASILOF DIPNET",4,0,0,0,0,0,0,"HARVEST REPORTED","STERLING"
"3168",13250,"KASILOF GILLNET",6,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3169",13252,"KASILOF GILLNET",21,0,0,0,0,0,0,"HARVEST REPORTED","CLAM GULCH"
"3170",13253,"KASILOF DIPNET",6,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3171",13253,"KENAI",10,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3172",13256,"FISH CREEK",4,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3173",13256,"KASILOF GILLNET",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3174",13256,"UNKNOWN",7,0,1,4,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3175",13257,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3176",13260,"KASILOF DIPNET",11,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3177",13265,"KASILOF GILLNET",22,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3178",13267,"KASILOF GILLNET",11,0,0,0,0,0,0,"HARVEST REPORTED","STERLING"
"3179",13269,"KASILOF GILLNET",13,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3180",13270,"KASILOF GILLNET",53,2,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3181",13272,"KASILOF GILLNET",21,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"3182",13275,"KASILOF DIPNET",35,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3183",13276,"KASILOF GILLNET",6,0,0,0,0,0,1,"HARVEST REPORTED","KASILOF"
"3184",13279,"KASILOF DIPNET",14,0,0,0,0,0,2,"HARVEST REPORTED","KASILOF"
"3185",13280,"KASILOF GILLNET",20,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3186",13282,"KASILOF GILLNET",12,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3187",13283,"KASILOF DIPNET",20,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"3188",13287,"KASILOF GILLNET",13,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3189",13289,"KENAI",20,0,0,0,0,0,2,"HARVEST REPORTED","EAGLE RIVER"
"3190",13290,"KASILOF DIPNET",19,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3191",13291,"KASILOF GILLNET",15,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3192",13292,"KASILOF GILLNET",30,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3193",13292,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3194",13294,"KENAI",9,0,0,3,0,0,1,"HARVEST REPORTED","KASILOF"
"3195",13295,"KASILOF GILLNET",6,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3196",13297,"KASILOF DIPNET",63,0,0,2,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3197",13298,"KASILOF DIPNET",11,0,0,0,0,0,0,"HARVEST REPORTED","NINILCHIK"
"3198",13299,"KASILOF DIPNET",35,0,0,0,0,0,2,"HARVEST REPORTED","SOLDOTNA"
"3199",13302,"KASILOF DIPNET",32,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3200",13304,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3201",13305,"KASILOF DIPNET",14,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3202",13306,"KENAI",31,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3203",13307,"KASILOF DIPNET",4,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3204",13308,"KASILOF DIPNET",10,0,0,0,0,0,2,"HARVEST REPORTED","HOMER"
"3205",13312,"KASILOF DIPNET",64,0,0,0,0,0,2,"HARVEST REPORTED","ANCHORAGE"
"3206",13315,"KASILOF DIPNET",20,0,0,5,0,0,0,"HARVEST REPORTED","KASILOF"
"3207",13316,"KASILOF DIPNET",30,0,0,0,0,0,1,"HARVEST REPORTED","ANCHORAGE"
"3208",13319,"KASILOF DIPNET",34,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3209",13319,"KENAI",20,0,0,1,0,0,0,"HARVEST REPORTED","KASILOF"
"3210",13323,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","HOMER"
"3211",13324,"KASILOF DIPNET",3,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"3212",13324,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
"3213",13326,"KASILOF DIPNET",11,0,0,2,0,0,0,"HARVEST REPORTED","KASILOF"
"3214",13333,"KASILOF DIPNET",11,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3215",13336,"KASILOF DIPNET",10,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3216",13336,"KENAI",5,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3217",13338,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3218",13341,"KASILOF DIPNET",5,0,0,0,0,0,2,"HARVEST REPORTED","KASILOF"
"3219",13342,"KASILOF DIPNET",22,0,0,1,0,0,0,"HARVEST REPORTED","KENAI"
"3220",13346,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3221",13348,"KENAI",30,0,0,2,0,1,0,"HARVEST REPORTED","KASILOF"
"3222",13349,"KASILOF DIPNET",4,0,0,0,0,1,2,"HARVEST REPORTED","WASILLA"
"3223",13350,"KASILOF DIPNET",18,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3224",13350,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3225",13351,"KASILOF DIPNET",33,0,0,5,0,0,0,"HARVEST REPORTED","KASILOF"
"3226",13352,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3227",13353,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3228",13354,"KASILOF DIPNET",9,0,0,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"3229",13355,"KASILOF DIPNET",25,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3230",13365,"KASILOF DIPNET",30,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3231",13366,"KASILOF DIPNET",2,0,0,0,0,0,0,"HARVEST REPORTED","ANCHOR POINT"
"3232",13367,"KENAI",8,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3233",13369,"KASILOF DIPNET",19,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3234",13371,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3235",13372,"KASILOF DIPNET",0,0,0,0,0,0,0,"HARVEST REPORTED","NENANA"
"3236",13375,"KASILOF DIPNET",24,0,0,0,0,0,0,"HARVEST REPORTED","NORTH POLE"
"3237",13382,"KASILOF DIPNET",3,0,0,0,0,0,2,"HARVEST REPORTED","KASILOF"
"3238",13383,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3239",13386,"KASILOF DIPNET",18,0,0,0,0,0,0,"HARVEST REPORTED","NINILCHIK"
"3240",13389,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","SELDOVIA"
"3241",13390,"KASILOF DIPNET",5,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3242",13394,"KENAI",6,0,0,0,0,0,0,"HARVEST REPORTED","CLAM GULCH"
"3243",13395,"FISH CREEK",22,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3244",13395,"KASILOF DIPNET",12,0,0,0,0,0,0,"HARVEST REPORTED","PALMER"
"3245",13396,"KASILOF DIPNET",16,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3246",13401,"KASILOF DIPNET",8,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3247",13404,"KENAI",25,0,0,0,0,0,0,"HARVEST REPORTED","HOMER"
"3248",13405,"KENAI",75,0,0,0,0,0,0,"HARVEST REPORTED","HOMER"
"3249",13406,"KASILOF DIPNET",41,0,0,4,0,0,0,"HARVEST REPORTED","KASILOF"
"3250",13407,"KASILOF DIPNET",4,0,0,0,0,0,0,"HARVEST REPORTED","NINILCHIK"
"3251",13408,"KASILOF DIPNET",25,0,1,0,0,0,0,"HARVEST REPORTED","EAGLE RIVER"
"3252",13409,"KASILOF DIPNET",12,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3253",13410,"KENAI",22,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3254",13418,"KASILOF DIPNET",28,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3255",13420,"KENAI",19,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3256",13422,"KASILOF DIPNET",17,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3257",13424,"KASILOF DIPNET",35,0,0,0,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3258",13425,"KASILOF DIPNET",22,0,0,3,0,0,0,"HARVEST REPORTED","KASILOF"
"3259",13427,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3260",13429,"KENAI",4,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3261",13432,"KASILOF DIPNET",23,0,0,0,0,0,2,"HARVEST REPORTED","KASILOF"
"3262",13435,"KASILOF DIPNET",15,0,0,0,0,0,1,"HARVEST REPORTED","WASILLA"
"3263",13436,"KENAI",0,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3264",13437,"KENAI",7,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3265",13441,"KASILOF DIPNET",25,0,4,3,0,0,0,"HARVEST REPORTED","KASILOF"
"3266",13443,"KASILOF DIPNET",7,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3267",13443,"KENAI",3,0,0,1,0,0,0,"HARVEST REPORTED","KASILOF"
"3268",13446,"KENAI",17,0,0,1,0,0,0,"HARVEST REPORTED","ANCHORAGE"
"3269",13448,"KASILOF DIPNET",18,0,0,0,0,0,0,"HARVEST REPORTED","CHUGIAK"
"3270",13455,"UNKNOWN",0,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3271",13460,"KASILOF DIPNET",3,0,2,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3272",13489,"KASILOF DIPNET",5,0,0,3,0,0,0,"HARVEST REPORTED","KASILOF"
"3273",13492,"KASILOF DIPNET",8,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3274",13493,"KASILOF DIPNET",16,0,2,1,0,0,0,"HARVEST REPORTED","KASILOF"
"3275",13495,"KASILOF DIPNET",16,0,0,0,0,0,0,"HARVEST REPORTED","KASILOF"
"3276",13496,"KASILOF DIPNET",31,0,0,0,0,0,0,"HARVEST REPORTED","SOLDOTNA"
