PERMIT,HARVDATE,LOCATION,POTS,SOAKTIME,SHRIMP,STATAREA,GALLONS_PER_POT,POT_DAYS,WEEK
10221,9/10/2017,COCHRANE BAY,4,24,4,486033,1,4,37
10222,6/19/2017,BLACKSTONE BAY,2,28,0.5,486033,0.5,2.333333333,25
10223,6/17/2017,CULROSS PASSAGE,4,10,2,486033,0.5,1.666666667,24
10223,7/3/2017,CULROSS PASSAGE,4,1,1.5,486033,0.5,0.166666667,27
10223,7/22/2017,CULROSS PASSAGE,4,11,0.5,486033,0,1.833333333,29
10226,8/4/2017,BLACKSTONE BAY,2,12,0.5,486033,0.5,1,31
10226,8/5/2017,COCHRANE BAY,2,24,1,486033,0.5,2,31
10226,8/6/2017,COCHRANE BAY,2,24,0.5,486033,0.5,2,32
10226,8/7/2017,PASSAGE CANAL,2,24,2,486033,1,2,32
10228,6/14/2017,BLACKSTONE BAY,4,5,2,486033,0.5,0.833333333,24
10228,6/15/2017,BLACKSTONE BAY,4,8,3,486033,1,1.333333333,24
10228,6/23/2017,BLACKSTONE BAY,4,6,2,486033,0.5,1,25
10228,6/24/2017,BLACKSTONE BAY,4,9,3,486033,1,1.5,25
10228,5/27/2017,PASSAGE CANAL,4,6,2,486033,0.5,1,21
10228,5/28/2017,PASSAGE CANAL,4,6,1.5,486033,0.5,1,22
10233,6/4/2017,COCHRANE BAY,4,48,1,486033,0.5,8,23
10234,4/15/2017,COCHRAN BAY,4,16,8,486033,2,2.666666667,15
10234,5/12/2017,COCHRAN BAY,4,32,3,486033,1,5.333333333,19
10236,5/20/2017,BLACKSTONE,3,19,1,486033,0.5,2.375,20
10236,5/21/2017,BLACKSTONE,3,20,1,486033,0.5,2.5,21
10242,5/30/2017,NORTH CULROSS PASSAGE,4,14,2,486033,0.5,2.333333333,22
10245,4/15/2017,COCHRANE BAY,4,12,3,486033,1,2,15
10246,4/20/2017,COCHRAN BAY,4,6,1,486033,0.5,1,16
10246,4/21/2017,COCHRAN BAY,4,18,2,486033,0.5,3,16
10248,4/24/2017,COCHRAINE BAY,4,72,5,486033,1.5,12,17
10248,4/29/2017,COCHRAINE BAY,4,48,3,486033,1,8,17
10248,5/2/2017,COCHRAINE BAY,4,60,4,486033,1,10,18
10248,5/10/2017,COCHRAINE BAY,4,50,4,486033,1,8.333333333,19
10250,5/13/2017,CULROSS PASS,4,8,1,486033,0.5,1.333333333,19
10250,6/10/2017,CULROSS PASS,4,7,1,486033,0.5,1.166666667,23
10250,7/22/2017,CULROSS PASS,4,11,1,486033,0.5,1.833333333,29
10250,8/12/2017,CULROSS PASS,4,10,1,486033,0.5,1.666666667,32
10253,6/21/2017,COCHRANE BAY,4,99,2,486033,0.5,16.5,25
10253,6/22/2017,COCHRANE BAY,4,12,2,486033,0.5,2,25
10253,6/23/2017,COCHRANE BAY,4,16,1,486033,0.5,2.666666667,25
10253,8/16/2017,PASSAGE CANAL,4,96,6,486033,1.5,16,33
10253,8/18/2017,PASSAGE CANAL,4,99,2,486033,0.5,16.5,33
10253,9/1/2017,PASSAGE CANAL,4,99,2,486033,0.5,16.5,35
10253,9/8/2017,PASSAGE CANAL,4,88,3,486033,1,14.66666667,36
10253,9/10/2017,PASSAGE CANAL,4,48,1,486033,0.5,8,37
10253,5/30/2017,PASSAGE CANAL,4,12,3,486033,1,2,22
10253,5/26/2017,PASSAGE CANAL,4,96,4,486033,1,16,21
10253,6/2/2017,PASSAGE CANAL,4,99,1,486033,0.5,16.5,22
10253,6/16/2017,PASSAGE CANAL,4,96,1,486033,0.5,16,24
10253,7/6/2017,PASSAGE CANAL,4,96,3,486033,1,16,27
10253,7/7/2017,PASSAGE CANAL,4,36,3,486033,1,6,27
10253,7/14/2017,PASSAGE CANAL,4,96,1,486033,0.5,16,28
10253,7/30/2017,PASSAGE CANAL,4,48,2,486033,0.5,8,31
10253,8/4/2017,PASSAGE CANAL,4,96,3,486033,1,16,31
10254,4/19/2017,COCKREN BAY,4,8,0.5,486033,0,1.333333333,16
10254,4/21/2017,COCKREN BAY,4,24,5,486033,1.5,4,16
10254,4/22/2017,COCKREN BAY,4,24,4,486033,1,4,16
10254,4/24/2017,COCKREN BAY,4,48,3,486033,1,8,17
10254,5/27/2017,COCKREN BAY,4,48,2,486033,0.5,8,21
10254,6/20/2017,COCKREN BAY,4,48,2,486033,0.5,8,25
10254,6/24/2017,COCKREN BAY,4,72,2,486033,0.5,12,25
10254,7/2/2017,COCKREN BAY,4,48,2,486033,0.5,8,27
10254,7/9/2017,COCKREN BAY,4,24,2,486033,0.5,4,28
10254,7/17/2017,COCKREN BAY,4,48,1,486033,0.5,8,29
10254,8/1/2017,LAGER BAY,4,48,1,486033,0.5,8,31
10254,8/4/2017,LAGER BAY,4,24,2,486033,0.5,4,31
10254,8/9/2017,LAGER BAY,4,24,0,486033,0,4,32
10255,5/20/2017,COCHRANE BAY,4,24,7,486033,2,4,20
10255,5/25/2017,COCHRANE BAY,4,36,15,486033,4,6,21
10256,4/16/2017,COCHRAN BAY,4,12,0,486033,0,2,16
10256,8/31/2017,COCHRAN BAY,4,12,1,486033,0.5,2,35
10257,5/31/2017,LAKE BAY,4,3,2,486033,0.5,0.5,22
10261,6/17/2017,BLACKSTONE,4,8,0.5,486033,0,1.333333333,24
10261,6/23/2017,BLACKSTONE,4,6,0.5,486033,0,1,25
10262,4/15/2017,COCHRANE,4,12,2,486033,0.5,2,15
10262,4/16/2017,COCHRANE,4,12,3,486033,1,2,16
10262,5/12/2017,COCHRANE,4,10,4,486033,1,1.666666667,19
10262,4/29/2017,CULROSS,4,12,2,486033,0.5,2,17
10262,6/18/2017,CULROSS,4,18,4,486033,1,3,25
10262,7/29/2017,CULROSS,4,12,2,486033,0.5,2,30
10263,6/24/2017,BLACKSTONE BAY,4,20,1.5,486033,0.5,3.333333333,25
10266,4/16/2017,COCHRAN BAY,4,18,5,486033,1.5,3,16
10266,7/26/2017,N END CULROSS PASS,4,18,4,486033,1,3,30
10266,7/27/2017,N END CULROSS PASS,4,12,5,486033,1.5,2,30
10279,7/1/2017,WHITTIER,4,8,1,486033,0.5,1.333333333,26
10280,5/20/2017,COCHRANE BAY,4,10,1,486033,0.5,1.666666667,20
10280,5/21/2017,COCHRANE BAY,4,8,2,486033,0.5,1.333333333,21
10282,6/6/2017,COCHRANE,4,72,4,486033,1,12,23
10282,6/7/2017,PASSAGE CANAL,2,24,4,486033,2,2,23
10282,7/7/2017,PASSAGE CANAL,4,24,6,486033,1.5,4,27
10282,7/21/2017,PASSAGE CANAL,4,8,3,486033,1,1.333333333,29
10282,8/21/2017,PERRY ISLAND NORTH,4,48,7,486033,2,8,34
10285,7/31/2017,CULROSS BAY,4,3,1.6,486033,0.5,0.5,31
10287,4/22/2017,CULROSS,4,4,2,486033,0.5,0.666666667,16
10287,4/29/2017,CULROSS,4,6,3,486033,1,1,17
10287,5/13/2017,CULROSS,4,3,2,486033,0.5,0.5,19
10287,5/27/2017,CULROSS,4,2,2,486033,0.5,0.333333333,21
10287,6/17/2017,CULROSS,4,4,2,486033,0.5,0.666666667,24
10291,6/4/2017,CULROSS PASS,4,9,5,486033,1.5,1.5,23
10291,6/5/2017,CULROSS PASS,4,12,5,486033,1.5,2,23
10293,4/22/2017,UPPER CULROSS PASS,4,5,5,486033,1.5,0.833333333,16
10293,5/26/2017,UPPER CULROSS PASS,4,17,7,486033,2,2.833333333,21
10293,6/14/2017,UPPER CULROSS PASS,4,8,4,486033,1,1.333333333,24
10293,7/22/2017,UPPER CULROSS PASS,4,9,5,486033,1.5,1.5,29
10297,6/10/2017,BLACKSTONE,4,10,2,486033,0.5,1.666666667,23
10297,7/1/2017,BLACKSTONE,4,12,3,486033,1,2,26
10297,6/24/2017,PASSAGE CANAL,4,6,1,486033,0.5,1,25
10300,5/20/2017,CULROSS BAY,4,3,0.25,486033,0,0.5,20
10300,5/20/2017,CULROSS PASSAGE,4,10,0.25,486033,0,1.666666667,20
10300,7/23/2017,CULROSS PASSAGE,4,48,1,486033,0.5,8,30
10301,6/22/2017,PASSAGE CANAL,4,14,1,486033,0.5,2.333333333,25
10303,4/29/2017,COCHRANE,4,6,1,486033,0.5,1,17
10303,4/30/2017,COCHRANE,4,12,2,486033,0.5,2,18
10303,5/20/2017,PASSAGE,4,96,6,486033,1.5,16,20
10303,5/25/2017,PASSAGE,4,96,4,486033,1,16,21
10303,6/3/2017,PASSAGE,4,96,4,486033,1,16,22
10303,6/12/2017,PASSAGE,4,12,2,486033,0.5,2,24
10304,5/26/2017,PASSAGE,4,12,1,486033,0.5,2,21
10305,6/22/2017,BLACK STONE,4,48,3,486033,1,8,25
10306,5/13/2017,BLACKSTONE BAY,3,2,0.25,486033,0,0.25,19
10306,6/6/2017,BLACKSTONE BAY,3,48,0.5,486033,0,6,23
10306,6/25/2017,BLACKSTONE BAY,3,8,1,486033,0.5,1,26
10307,4/22/2017,COCHRANE BAY,4,12,4,486033,1,2,16
10307,5/15/2017,COCHRANE BAY,4,12,3,486033,1,2,20
10307,6/7/2017,COCHRANE BAY,4,8,3,486033,1,1.333333333,23
10307,6/8/2017,COCHRANE BAY,4,14,4,486033,1,2.333333333,23
10307,6/14/2017,COCHRANE BAY,4,22,4,486033,1,3.666666667,24
10307,6/18/2017,COCHRANE BAY,4,22,4,486033,1,3.666666667,25
10307,7/1/2017,COCHRANE BAY,4,6,3,486033,1,1,26
10307,8/6/2017,COCHRANE BAY,4,24,3,486033,1,4,32
10307,8/7/2017,COCHRANE BAY,4,24,5,486033,1.5,4,32
10307,5/15/2017,COCHRANE BAY 2,4,9,4,486033,1,1.5,20
10307,8/8/2017,COCHRANE BAY 2,4,24,5,486033,1.5,4,32
10308,6/2/2017,WHITTIER HARBOR,4,10,5,486033,1.5,1.666666667,22
10309,4/20/2017,COCHRANE BAY,4,4,2,486033,0.5,0.666666667,16
10309,4/19/2017,PASSAGE CANAL,4,2,1,486033,0.5,0.333333333,16
10311,7/4/2017,BLACKSTONE BAY,4,5,1.5,486033,0.5,0.833333333,27
10311,7/3/2017,CULROSS BAY,2,31,1,486033,0.5,2.583333333,27
10311,7/15/2017,CULROSS BAY,4,32,1.5,486033,0.5,5.333333333,28
10311,7/23/2017,PASSAGE CANAL,4,30,2,486033,0.5,5,30
10312,6/3/2017,COCHRANE BAY,4,24,5,486033,1.5,4,22
10312,6/17/2017,COCHRANE BAY,4,12,3,486033,1,2,24
10312,8/5/2017,COCHRANE BAY,4,12,3,486033,1,2,31
10312,8/6/2017,COCHRANE BAY,4,12,3,486033,1,2,32
10312,8/26/2017,COCHRANE BAY,4,12,3,486033,1,2,34
10312,8/27/2017,COCHRANE BAY,4,16,4,486033,1,2.666666667,35
10314,5/29/2017,LOGGING CAMP BAY,4,72,1.5,486033,0.5,12,22
10314,6/14/2017,LOGGING CAMP BAY,4,36,2,486033,0.5,6,24
10314,7/10/2017,LOGGING CAMP BAY,4,27,2,486033,0.5,4.5,28
10314,7/17/2017,LOGGING CAMP BAY,4,18,2.5,486033,0.5,3,29
10317,5/17/2017,BLACKSTONE,4,8,5,486033,1.5,1.333333333,20
10317,6/24/2017,BLACKSTONE,4,8,2,486033,0.5,1.333333333,25
10317,7/15/2017,BLACKSTONE,4,12,3,486033,1,2,28
10317,7/24/2017,BLACKSTONE,4,8,3,486033,1,1.333333333,30
10317,8/28/2017,BLACKSTONE,4,12,3,486033,1,2,35
10319,6/17/2017,SHOT GUN COVE,4,10,3,486033,1,1.666666667,24
10319,7/7/2017,SHOT GUN COVE,4,10,1,486033,0.5,1.666666667,27
10320,7/15/2017,BLACKSTONE BAY,4,28,2,486033,0.5,4.666666667,28
10320,7/22/2017,BLACKSTONE BAY,4,18,1,486033,0.5,3,29
10320,8/11/2017,BLACKSTONE BAY,4,30,4,486033,1,5,32
10320,9/3/2017,BLACKSTONE BAY,4,40,4,486033,1,6.666666667,36
10324,7/5/2017,ENTRANCE HIDDEN BAY,2,23,2,486033,1,1.916666667,27
10324,4/16/2017,THREE FINGER BAY,2,18,1,486033,0.5,1.5,16
10329,6/22/2017,CULROSS BAY,4,12,1,486033,0.5,2,25
10329,7/14/2017,PASSAGE CANAL,4,24,2,486033,0.5,4,28
10331,4/15/2017,COCHRANE,4,15,4,486033,1,2.5,15
10331,4/21/2017,COCHRANE,4,14,7,486033,2,2.333333333,16
10331,4/22/2017,COCHRANE,4,6,1.5,486033,0.5,1,16
10331,5/13/2017,COCHRANE,4,47,6,486033,1.5,7.833333333,19
10331,7/7/2017,COCHRANE,4,24,3,486033,1,4,27
10331,7/29/2017,COCHRANE,4,40,2,486033,0.5,6.666666667,30
10331,8/5/2017,COCHRANE,4,24,5,486033,1.5,4,31
10333,7/3/2017,PASSAGE CANEL,4,12,2,486033,0.5,2,27
10333,8/8/2017,PASSAGE CANEL,4,8,1,486033,0.5,1.333333333,32
10335,4/15/2017,SHOTGUN COVE,3,3,1,486033,0.5,0.375,15
10335,4/20/2017,SHOTGUN COVE,3,24,1,486033,0.5,3,16
10335,6/30/2017,SHOTGUN COVE,3,10,1,486033,0.5,1.25,26
10336,6/26/2017,PAULSON BAY,4,12,2,486033,0.5,2,26
10336,6/27/2017,PAULSON BAY,4,16,3,486033,1,2.666666667,26
10336,6/28/2017,PAULSON BAY,4,12,1.5,486033,0.5,2,26
10336,6/29/2017,PAULSON BAY,4,10,2.5,486033,0.5,1.666666667,26
10340,7/9/2017,COCHRAN BAY,2,22,2,486033,1,1.833333333,28
10340,7/5/2017,CULROSS PASSAGE,2,12,1.5,486033,1,1,27
10340,8/1/2017,CULROSS PASSAGE,2,16,1.5,486033,1,1.333333333,31
10340,9/10/2017,CULROSS PASSAGE,2,15,1.5,486033,1,1.25,37
10345,5/20/2017,COCHRAN BAY,4,10,1,486033,0.5,1.666666667,20
10345,5/21/2017,PASSAGE CANAL,4,18,1.5,486033,0.5,3,21
10347,4/24/2017,PASSAGE CANAL,4,16,5,486033,1.5,2.666666667,17
10347,4/19/2017,"PASSAGE CANAL, HEAD OF BAY",4,12,0.5,486033,0,2,16
10347,4/20/2017,"PASSAGE CANAL, HEAD OF BAY",4,12,1,486033,0.5,2,16
10347,4/21/2017,"PASSAGE CANAL, HEAD OF BAY",4,18,5,486033,1.5,3,16
10349,4/22/2017,BLACK STONE,4,24,3,486033,1,4,16
10349,4/25/2017,BLACK STONE,4,24,4,486033,1,4,17
10349,4/26/2017,BLACK STONE,4,24,3,486033,1,4,17
10349,4/27/2017,BLACK STONE,4,24,4,486033,1,4,17
10349,4/28/2017,BLACK STONE,4,24,3,486033,1,4,17
10349,5/12/2017,BLACK STONE,4,24,4,486033,1,4,19
10349,5/13/2017,BLACK STONE,4,24,3,486033,1,4,19
10349,5/14/2017,BLACK STONE,4,24,3,486033,1,4,20
10349,5/15/2017,BLACK STONE,4,24,2,486033,0.5,4,20
10349,5/22/2017,BLACK STONE,4,24,4,486033,1,4,21
10349,5/23/2017,BLACK STONE,4,24,4,486033,1,4,21
10349,6/16/2017,BLACK STONE,4,24,3,486033,1,4,24
10349,6/17/2017,BLACK STONE,4,24,5,486033,1.5,4,24
10349,6/18/2017,BLACK STONE,4,24,4,486033,1,4,25
10352,6/29/2017,BLACKSTONE,1,2,0.1,486033,0,0.083333333,26
10352,6/4/2017,CULROSE PASSAGE,1,12,0.5,486033,0.5,0.5,23
10352,7/16/2017,CULROSS PASSAGE,1,12,0.4,486033,0.5,0.5,29
10352,8/5/2017,CULROSS PASSAGE,1,12,0.2,486033,0,0.5,31
10354,5/15/2017,COCHRAN,4,4,2,486033,0.5,0.666666667,20
10354,5/17/2017,COCHRAN,4,12,1,486033,0.5,2,20
10354,5/24/2017,COCHRAN,4,24,2,486033,0.5,4,21
10354,5/25/2017,COCHRAN,4,14,3,486033,1,2.333333333,21
10354,5/16/2017,COCHRAN,4,12,5,486033,1.5,2,20
10356,4/16/2017,CULROSS,4,24,0.5,486033,0,4,16
10356,4/30/2017,CULROSS,4,24,3,486033,1,4,18
10356,5/14/2017,CULROSS,4,24,1,486033,0.5,4,20
10356,6/11/2017,CULROSS,4,24,0.5,486033,0,4,24
10356,7/3/2017,CULROSS,4,24,0.5,486033,0,4,27
10359,6/4/2017,PASSAGE CANAL,4,20,3,486033,1,3.333333333,23
10359,6/25/2017,PASSAGE CANAL,4,36,2,486033,0.5,6,26
10359,8/6/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,32
10359,8/13/2017,PASSAGE CANAL,4,30,2,486033,0.5,5,33
10361,6/24/2017,COCHRANE BAY,4,8,0,486033,0,1.333333333,25
10361,6/18/2017,CULROSS PASS,4,6,0,486033,0,1,25
10361,7/4/2017,CULROSS PASS,4,6,0,486033,0,1,27
10361,7/18/2017,CULROSS PASS,4,6,0,486033,0,1,29
10361,7/29/2017,CULROSS PASS,4,5,0,486033,0,0.833333333,30
10361,9/11/2017,CULROSS PASS,4,8,0,486033,0,1.333333333,37
10363,6/1/2017,COCHRANE BAY,4,132,2,486033,0.5,22,22
10363,6/2/2017,COCHRANE BAY,4,12,2,486033,0.5,2,22
10363,7/21/2017,COCHRANE BAY,4,12,2,486033,0.5,2,29
10363,7/22/2017,COCHRANE BAY,4,12,1,486033,0.5,2,29
10363,8/5/2017,COCHRANE BAY,4,36,3,486033,1,6,31
10363,8/9/2017,COCHRANE BAY,4,86,3,486033,1,14.33333333,32
10363,8/20/2017,COCHRANE BAY,4,170,4,486033,1,28.33333333,34
10363,6/4/2017,PASSAGE POINT,4,21,1,486033,0.5,3.5,23
10367,5/12/2017,BLACKSTONE BAY,4,48,4,486033,1,8,19
10367,5/15/2017,BLACKSTONE BAY,4,72,3,486033,1,12,20
10367,5/18/2017,BLACKSTONE BAY,4,72,3,486033,1,12,20
10367,6/1/2017,BLACKSTONE BAY,4,24,3,486033,1,4,22
10367,6/13/2017,BLACKSTONE BAY,4,72,5,486033,1.5,12,24
10367,6/19/2017,BLACKSTONE BAY,4,140,3,486033,1,23.33333333,25
10367,7/9/2017,BLACKSTONE BAY,4,118,2,486033,0.5,19.66666667,28
10370,6/16/2017,PASSAGE CANAL,4,12,1,486033,0.5,2,24
10370,5/23/2017,PAULSON BAY,4,12,4,486033,1,2,21
10370,5/24/2017,PAULSON BAY,4,12,3,486033,1,2,21
10370,5/25/2017,PAULSON BAY,4,12,1,486033,0.5,2,21
10372,4/15/2017,COCHRANE BAY,4,5,2,486033,0.5,0.833333333,15
10372,4/16/2017,COCHRANE BAY,4,17,3,486033,1,2.833333333,16
10373,4/18/2017,PASSAGE CANAL,4,48,2,486033,0.5,8,16
10373,5/15/2017,PASSAGE CANAL,4,8,3,486033,1,1.333333333,20
10373,5/23/2017,PASSAGE CANAL,4,10,1,486033,0.5,1.666666667,21
10373,5/27/2017,PASSAGE CANAL,4,24,1,486033,0.5,4,21
10373,6/2/2017,PASSAGE CANAL,4,8,2,486033,0.5,1.333333333,22
10373,6/5/2017,PASSAGE CANAL,4,36,1,486033,0.5,6,23
10373,7/3/2017,PASSAGE CANAL,4,7,1,486033,0.5,1.166666667,27
10373,5/9/2017,SHOTGUN COVE,4,20,1,486033,0.5,3.333333333,19
10374,6/1/2017,COCHRAN BAY,4,12,3,486033,1,2,22
10374,6/2/2017,COCHRAN BAY,4,12,4,486033,1,2,22
10375,5/15/2017,PASSAGE CANAL AT THE WATERFALLS,2,4,0.1,486033,0,0.333333333,20
10375,5/17/2017,PASSAGE CANAL AT THE WATERFALLS,2,3,0.1,486033,0,0.25,20
10375,6/17/2017,PASSAGE CANAL AT THE WATERFALLS,2,6,0.2,486033,0,0.5,24
10377,4/15/2017,PASSAGE CANAL,4,8,5,486033,1.5,1.333333333,15
10377,4/16/2017,PASSAGE CANAL,4,17,3,486033,1,2.833333333,16
10377,4/20/2017,PASSAGE CANAL,4,10,3.5,486033,1,1.666666667,16
10377,4/22/2017,PASSAGE CANAL,4,26,3,486033,1,4.333333333,16
10377,4/23/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,17
10377,5/4/2017,PASSAGE CANAL,4,10,3,486033,1,1.666666667,18
10377,5/5/2017,PASSAGE CANAL,2,6,2,486033,1,0.5,18
10377,5/6/2017,PASSAGE CANAL,4,8,2,486033,0.5,1.333333333,18
10377,5/10/2017,PASSAGE CANAL,4,12,2,486033,0.5,2,19
10377,5/11/2017,PASSAGE CANAL,4,10,1,486033,0.5,1.666666667,19
10377,5/18/2017,PASSAGE CANAL,4,8,2,486033,0.5,1.333333333,20
10377,5/19/2017,PASSAGE CANAL,4,12,1.5,486033,0.5,2,20
10377,5/25/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,21
10377,5/26/2017,PASSAGE CANAL,4,12,3,486033,1,2,21
10377,6/2/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,22
10377,6/3/2017,PASSAGE CANAL,4,10,1.5,486033,0.5,1.666666667,22
10377,6/14/2017,PASSAGE CANAL,4,12,2,486033,0.5,2,24
10377,6/15/2017,PASSAGE CANAL,4,14,2.5,486033,0.5,2.333333333,24
10377,6/20/2017,PASSAGE CANAL,4,9,2,486033,0.5,1.5,25
10377,6/21/2017,PASSAGE CANAL,4,13,1.5,486033,0.5,2.166666667,25
10377,6/27/2017,PASSAGE CANAL,4,8,2.5,486033,0.5,1.333333333,26
10377,7/2/2017,PASSAGE CANAL,4,12,2,486033,0.5,2,27
10377,7/7/2017,PASSAGE CANAL,4,9,1.5,486033,0.5,1.5,27
10377,7/8/2017,PASSAGE CANAL,4,12,2,486033,0.5,2,27
10377,7/14/2017,PASSAGE CANAL,4,10,3,486033,1,1.666666667,28
10377,7/15/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,28
10377,7/24/2017,PASSAGE CANAL,4,8,1,486033,0.5,1.333333333,30
10377,7/25/2017,PASSAGE CANAL,4,13,2.5,486033,0.5,2.166666667,30
10377,8/8/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,32
10377,8/9/2017,PASSAGE CANAL,4,12,1.5,486033,0.5,2,32
10377,8/12/2017,PASSAGE CANAL,4,9,2,486033,0.5,1.5,32
10377,8/13/2017,PASSAGE CANAL,4,10,1,486033,0.5,1.666666667,33
10377,8/17/2017,PASSAGE CANAL,4,13,0,486033,0,2.166666667,33
10377,8/18/2017,PASSAGE CANAL,4,10,3,486033,1,1.666666667,33
10377,8/19/2017,PASSAGE CANAL,4,8,1.5,486033,0.5,1.333333333,33
10377,8/24/2017,PASSAGE CANAL,4,10,2,486033,0.5,1.666666667,34
10377,8/25/2017,PASSAGE CANAL,4,8,2,486033,0.5,1.333333333,34
10377,8/29/2017,PASSAGE CANAL,4,10,3,486033,1,1.666666667,35
10377,9/4/2017,PASSAGE CANAL,4,9,2.5,486033,0.5,1.5,36
10377,9/5/2017,PASSAGE CANAL,4,13,2,486033,0.5,2.166666667,36
10377,9/11/2017,PASSAGE CANAL,4,10,1.5,486033,0.5,1.666666667,37
10377,9/14/2017,PASSAGE CANAL,4,8,2,486033,0.5,1.333333333,37
10377,9/15/2017,PASSAGE CANAL,4,13,3,486033,1,2.166666667,37
10378,7/4/2017,BLACK STONE,4,8,4,486033,1,1.333333333,27
10378,7/6/2017,BLACK STONE,4,3,1.5,486033,0.5,0.5,27
10380,4/19/2017,HEAD OF COCHRANE BAY,4,4,5,486033,1.5,0.666666667,16
10382,6/4/2017,BLACKSTONE,4,4,1,486033,0.5,0.666666667,23
10382,6/24/2017,BLACKSTONE,4,8,5,486033,1.5,1.333333333,25
10382,7/16/2017,BLACKSTONE,4,6,2,486033,0.5,1,29
10382,4/15/2017,COCHRAN BAY,4,24,5,486033,1.5,4,15
10382,4/16/2017,COCHRAN BAY,4,15,5,486033,1.5,2.5,16
10383,4/21/2017,BLACKSTONE BAY,3,8,2,486033,0.5,1,16
10383,5/6/2017,BLACKSTONE BAY,3,10,1.5,486033,0.5,1.25,18
10383,6/3/2017,BLACKSTONE BAY,3,8,1,486033,0.5,1,22
10383,6/16/2017,BLACKSTONE BAY,3,12,1.5,486033,0.5,1.5,24
10384,8/26/2017,BLACKSTONE,4,10,3,486033,1,1.666666667,34
10384,8/6/2017,COCHRANE BAY,4,48,3,486033,1,8,32
10384,4/30/2017,COCHRANE PT,4,24,3,486033,1,4,18
10385,4/16/2017,COCHRANE BAY,3,23,3,486033,1,2.875,16
10385,4/17/2017,COCHRANE BAY,3,20,2,486033,0.5,2.5,16
10388,4/16/2017,PASSAGE CANAL,2,8,1,486033,0.5,0.666666667,16
10388,6/11/2017,PASSAGE CANAL,2,8,0.5,486033,0.5,0.666666667,24
10388,8/13/2017,PASSAGE CANAL,2,6,0.25,486033,0,0.5,33
10390,4/15/2017,COCHRANE,4,8,2.5,486033,0.5,1.333333333,15
10390,4/16/2017,COCHRANE,4,14,2.5,486033,0.5,2.333333333,16
10390,4/20/2017,COCHRANE,4,96,3,486033,1,16,16
10390,4/21/2017,COCHRANE,4,12,1,486033,0.5,2,16
10390,4/26/2017,COCHRANE,4,12,1.5,486033,0.5,2,17
10390,4/29/2017,COCHRANE,4,12,2.5,486033,0.5,2,17
10390,7/9/2017,COCHRANE,4,72,3,486033,1,12,28
10390,7/11/2017,COCHRANE,4,48,2.5,486033,0.5,8,28
10390,7/13/2017,COCHRANE,4,48,2.5,486033,0.5,8,28
10391,4/23/2017,BLACKSTONE,4,6,2,486033,0.5,1,17
10391,4/24/2017,BLACKSTONE,4,14,1,486033,0.5,2.333333333,17
10391,4/24/2017,PASSAGE CANAL,2,6,0,486033,0,0.5,17
10392,5/13/2017,BLACKSTONE BAY,4,5,3,486033,1,0.833333333,19
10392,6/17/2017,BLACKSTONE BAY,4,5,3,486033,1,0.833333333,24
10392,9/9/2017,BLACKSTONE BAY,4,6,0.5,486033,0,1,36
10392,9/2/2017,COCHRAN BAY,4,4,1,486033,0.5,0.666666667,35
10393,4/16/2017,PASSAGE CANAL,4,12,1,486033,0.5,2,16
10393,4/20/2017,PASSAGE CANAL,4,48,1,486033,0.5,8,16
10397,4/22/2017,PASSAGE CANAL,4,8,1.5,486033,0.5,1.333333333,16
10397,4/29/2017,PASSAGE CANAL,4,168,2.5,486033,0.5,28,17
10397,4/30/2017,PASSAGE CANAL,4,13,5,486033,1.5,2.166666667,18
10397,5/20/2017,PASSAGE CANAL,4,180,0.5,486033,0,30,20
10399,6/14/2017,PASSAGE CANAL,4,24,2,486033,0.5,4,24
10399,6/18/2017,PASSAGE CANAL,4,96,2,486033,0.5,16,25
10399,6/21/2017,PASSAGE CANAL,4,72,2,486033,0.5,12,25
10399,6/23/2017,PASSAGE CANAL,4,48,3,486033,1,8,25
10399,7/10/2017,PASSAGE CANAL,4,8,3,486033,1,1.333333333,28
10399,7/12/2017,PASSAGE CANAL,4,48,4,486033,1,8,28
10402,6/29/2017,WHITTIER,4,24,0.25,486033,0,4,26
10402,6/30/2017,WHITTIER,4,24,0.25,486033,0,4,26
10402,7/1/2017,WHITTIER,4,24,0.25,486033,0,4,26
10404,6/1/2017,COCHRANE BAY,4,12,1,486033,0.5,2,22
10404,5/26/2017,PASSAGE CANAL,4,12,0.5,486033,0,2,21
10404,6/3/2017,PASSAGE CANAL,4,36,1,486033,0.5,6,22
10404,6/24/2017,PASSAGE CANAL,4,24,0.5,486033,0,4,25
10404,7/15/2017,PASSAGE CANAL,4,12,1,486033,0.5,2,28
10404,7/30/2017,PASSAGE CANAL,4,12,1,486033,0.5,2,31
10404,8/13/2017,PASSAGE CANAL,4,18,1,486033,0.5,3,33
10405,4/15/2017,POE BAY,4,8,2,486033,0.5,1.333333333,15
10405,4/16/2017,POE BAY,4,18,3,486033,1,3,16
10405,4/17/2017,POE BAY,4,24,2,486033,0.5,4,16
10405,6/2/2017,POE BAY,4,12,2,486033,0.5,2,22
